Contig	lncRNA_ID	lncRNA_strand	mRNA_ID	mRNA_strand	DE_status	mRNA_Position	distance_Kb	product
NW_020872851.1	XR_003475373.1	-	XM_027352305.1	-	DE	2_D	160.761	serine/threonine-protein kinase RIO3-like%2C transcript variant X1
NW_020872851.1	XR_003475373.1	-	XM_027352322.1	+	not DE	3_D	175.327	uncharacterized LOC113801906
NW_020872851.1	XR_003475373.1	-	XM_027352309.1	+	not DE	4_D	228.272	N-acetylglucosamine-6-phosphate deacetylase-like
NW_020872851.1	XR_003475373.1	-	XM_027352300.1	-	not DE	5_D	234.147	uncharacterized LOC113801890
NW_020868952.1	XR_003475661.1	+	XM_027356093.1	+	DE	1_U	Overlap: 2 bases	gamma-butyrobetaine dioxygenase-like
NW_020868952.1	XR_003475661.1	+	XM_027356079.1	-	DE	1_D	2.952	gamma-butyrobetaine dioxygenase-like%2C transcript variant X1
NW_020868952.1	XR_003475661.1	+	XM_027356076.1	+	not DE	2_D	5.987	pyruvate dehydrogenase phosphatase regulatory subunit%2C mitochondrial-like%2C transcript variant X1
NW_020868952.1	XR_003475661.1	+	XM_027356081.1	-	DE	3_D	32.429	glycerate kinase-like
NW_020868952.1	XR_003475661.1	+	XM_027356082.1	+	not DE	4_D	42.544	mycophenolic acid acyl-glucuronide esterase%2C mitochondrial-like
NW_020868952.1	XR_003475661.1	+	XM_027356083.1	-	DE	5_D	50.339	mycophenolic acid acyl-glucuronide esterase%2C mitochondrial-like
NW_020869438.1	XR_003476075.1	-	XM_027361261.1	-	DE	1_U	0.592	endoglucanase E-4-like
NW_020868477.1	XR_003476608.1	-	XM_027367638.1	-	DE	1_U	3.814	UDP-glucuronosyltransferase 2C1-like%2C transcript variant X3
NW_020868477.1	XR_003476608.1	-	XM_027367623.1	-	DE	2_U	31.539	2-hydroxyacylsphingosine 1-beta-galactosyltransferase-like
NW_020868477.1	XR_003476608.1	-	XM_027367633.1	-	DE	3_U	42.474	UDP-glucuronosyltransferase 2B14-like
NW_020868477.1	XR_003476608.1	-	XM_027367611.1	-	DE	4_U	53.946	UDP-glucuronosyltransferase 2B19-like
NW_020868477.1	XR_003476608.1	-	XM_027367606.1	-	DE	5_U	118.873	uncharacterized LOC113815546
NW_020868477.1	XR_003476608.1	-	XM_027367643.1	-	DE	1_D	7.428	UDP-glucuronosyltransferase 2C1-like
NW_020868477.1	XR_003476608.1	-	XM_027367652.1	-	DE	2_D	20.855	UDP-glucuronosyltransferase 2B19-like
NW_020868477.1	XR_003476608.1	-	XM_027367672.1	+	not DE	3_D	35.133	uncharacterized LOC113815642%2C transcript variant X1
NW_020868477.1	XR_003476608.1	-	XM_027367527.1	+	not DE	4_D	100.913	uncharacterized LOC113815459
NW_020868477.1	XR_003476608.1	-	XM_027367537.1	+	not DE	5_D	124.087	gamma-aminobutyric acid receptor subunit beta-like
NW_020872031.1	XR_003477732.1	+	XM_027380232.1	+	not DE	1_U	17.901	myophilin-like%2C transcript variant X1
NW_020872031.1	XR_003477732.1	+	XM_027380231.1	+	not DE	2_U	82.455	extensin-like
NW_020872759.1	XR_003474979.1	-	XM_027351485.1	+	DE	1_U	10.105	inversin-A-like
NW_020872759.1	XR_003474979.1	-	XM_027351493.1	+	not DE	2_U	133.427	uncharacterized LOC113800691
NW_020872759.1	XR_003474979.1	-	XM_027351488.1	-	DE	1_D	2.493	ankyrin-1-like
NW_020872759.1	XR_003474979.1	-	XM_027351486.1	+	DE	2_D	118.882	bicaudal D-related protein homolog
NW_020872759.1	XR_003474979.1	-	XM_027351487.1	-	not DE	3_D	143.141	uncharacterized LOC113800683
NW_020872759.1	XR_003474979.1	-	XM_027351482.1	-	DE	4_D	170.042	uncharacterized LOC113800673
NW_020872759.1	XR_003474979.1	-	XM_027351484.1	-	not DE	5_D	178.174	caltrin-like protein 2
NW_020870322.1	XR_003476805.1	+	XM_027369830.1	-	not DE	1_U	0.884	uncharacterized LOC113817745
NW_020870322.1	XR_003476805.1	+	XM_027369829.1	+	not DE	2_U	57.343	uncharacterized LOC113817744
NW_020870322.1	XR_003476805.1	+	XM_027369857.1	+	not DE	3_U	71.930	carbohydrate sulfotransferase 1-like
NW_020870322.1	XR_003476805.1	+	XM_027369856.1	+	not DE	4_U	81.482	uncharacterized LOC113817760
NW_020870322.1	XR_003476805.1	+	XM_027369828.1	-	not DE	5_U	105.581	carbohydrate sulfotransferase 1-like
NW_020870322.1	XR_003476805.1	+	XM_027369847.1	+	DE	1_D	5.750	uncharacterized LOC113817755%2C transcript variant X1
NW_020870322.1	XR_003476805.1	+	XM_027369850.1	-	DE	2_D	374.709	delta-aminolevulinic acid dehydratase-like%2C transcript variant X1
NW_020870322.1	XR_003476805.1	+	XM_027369859.1	-	not DE	3_D	388.727	hemicentin-2-like
NW_020870182.1	XR_003476707.1	-	XM_027368482.1	+	not DE	1_U	27.789	uncharacterized LOC113816407
NW_020870182.1	XR_003476707.1	-	XM_027368481.1	+	not DE	2_U	32.934	uncharacterized LOC113816406
NW_020870182.1	XR_003476707.1	-	XM_027368479.1	-	not DE	3_U	38.962	uncharacterized LOC113816403%2C transcript variant X5
NW_020870182.1	XR_003476707.1	-	XM_027368480.1	-	not DE	4_U	62.050	uncharacterized LOC113816405
NW_020870182.1	XR_003476707.1	-	XM_027368473.1	-	not DE	5_U	66.485	uncharacterized LOC113816402
NW_020870182.1	XR_003476707.1	-	XM_027368483.1	+	DE	1_D	1.960	uncharacterized LOC113816409%2C transcript variant X1
NW_020870182.1	XR_003476707.1	-	XM_027368486.1	-	not DE	2_D	19.483	tubulin alpha-1D chain-like
NW_020870182.1	XR_003476707.1	-	XM_027368461.1	+	not DE	3_D	35.777	uncharacterized LOC113816392
NW_020870182.1	XR_003476707.1	-	XM_027368487.1	+	DE	4_D	61.533	mucin-5AC-like
NW_020870182.1	XR_003476707.1	-	XM_027368488.1	+	not DE	5_D	96.836	HAUS augmin-like complex subunit 1
NW_020868429.1	XR_003476099.1	+	XM_027361700.1	+	DE	1_U	6.527	uncharacterized LOC113810010
NW_020868429.1	XR_003476099.1	+	XM_027361690.1	+	DE	2_U	10.709	uncharacterized LOC113809999
NW_020868429.1	XR_003476099.1	+	XM_027361679.1	+	DE	3_U	15.742	uncharacterized LOC113809992
NW_020868429.1	XR_003476099.1	+	XM_027361841.1	+	not DE	4_U	23.247	bestrophin-2-like
NW_020868429.1	XR_003476099.1	+	XM_027361667.1	+	not DE	5_U	39.755	uncharacterized LOC113809982
NW_020868429.1	XR_003476099.1	+	XM_027361709.1	+	DE	1_D	0.099	uncharacterized LOC113810020
NW_020868429.1	XR_003476099.1	+	XM_027361791.1	+	DE	2_D	55.883	uncharacterized LOC113810105
NW_020868429.1	XR_003476099.1	+	XM_027361755.1	+	not DE	3_D	58.646	uncharacterized LOC113810064
NW_020868429.1	XR_003476099.1	+	XM_027361743.1	+	DE	4_D	61.173	uncharacterized LOC113810055
NW_020868429.1	XR_003476099.1	+	XM_027361724.1	+	not DE	5_D	64.075	uncharacterized LOC113810037%2C transcript variant X1
NW_020868947.1	XR_003475657.1	+	XM_027355991.1	+	not DE	1_U	3.753	golgin subfamily A member 3-like
NW_020868947.1	XR_003475657.1	+	XM_027355993.1	-	not DE	1_D	0.548	leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2
NW_020868947.1	XR_003475657.1	+	XM_027355994.1	-	not DE	2_D	110.794	uncharacterized LOC113805087
NW_020868947.1	XR_003475657.1	+	XM_027355995.1	+	not DE	3_D	124.300	clumping factor B-like
NW_020868947.1	XR_003475657.1	+	XM_027355996.1	+	not DE	4_D	156.207	clumping factor B-like
NW_020868947.1	XR_003475657.1	+	XM_027355992.1	-	DE	5_D	160.414	uridine phosphorylase 1-like
NW_020872284.1	XR_003477788.1	+	XM_027381073.1	+	DE	1_U	7.904	uncharacterized LOC113828137%2C transcript variant X1
NW_020872284.1	XR_003477788.1	+	XM_027381068.1	+	not DE	2_U	121.352	putative nuclease HARBI1
NW_020872284.1	XR_003477788.1	+	XM_027381067.1	-	not DE	3_U	218.012	homer protein homolog 2-like
NW_020872284.1	XR_003477788.1	+	XM_027381065.1	+	not DE	4_U	673.846	serine-rich adhesin for platelets-like
NW_020872284.1	XR_003477788.1	+	XM_027381077.1	+	not DE	5_U	721.084	mucin-19-like%2C transcript variant X2
NW_020872284.1	XR_003477788.1	+	XM_027381069.1	-	not DE	1_D	7.184	uncharacterized LOC113828131
NW_020872284.1	XR_003477788.1	+	XM_027381070.1	+	not DE	2_D	11.463	uncharacterized LOC113828132
NW_020872284.1	XR_003477788.1	+	XM_027381072.1	-	not DE	3_D	17.806	uncharacterized LOC113828136
NW_020872284.1	XR_003477788.1	+	XM_027381062.1	+	not DE	4_D	27.361	probable leucine--tRNA ligase%2C mitochondrial
NW_020872284.1	XR_003477788.1	+	XM_027381063.1	-	not DE	5_D	53.052	inhibitor of Bruton tyrosine kinase-like
NW_020870096.1	XR_003476604.1	-	XM_027367642.1	+	not DE	1_U	26.395	gastrula zinc finger protein XlCGF9.1-like
NW_020870096.1	XR_003476604.1	-	XM_027367640.1	-	not DE	1_D	11.214	uncharacterized LOC113815618
NW_020870096.1	XR_003476604.1	-	XM_027367644.1	-	DE	2_D	41.566	vang-like protein 2
NW_020870096.1	XR_003476604.1	-	XM_027367645.1	+	not DE	3_D	375.724	RNA-binding protein 8A-like%2C transcript variant X1
NW_020870096.1	XR_003476604.1	-	XM_027367641.1	-	DE	4_D	384.966	basic proline-rich protein-like
NW_020870096.1	XR_003476604.1	-	XM_027367647.1	-	not DE	5_D	392.842	ATP-dependent RNA helicase abstrakt-like
NW_020870500.1	XR_003476996.1	+	XM_027371505.1	-	not DE	1_U	2.429	actin-like
NW_020870500.1	XR_003476996.1	+	XM_027371503.1	-	DE	2_U	20.601	actin-like
NW_020870500.1	XR_003476996.1	+	XM_027371502.1	-	not DE	3_U	31.841	actin-like
NW_020870500.1	XR_003476996.1	+	XM_027371499.1	-	DE	4_U	43.185	actin-like
NW_020870500.1	XR_003476996.1	+	XM_027371500.1	-	DE	5_U	37.130	actin-like
NW_020870500.1	XR_003476996.1	+	XM_027371506.1	+	DE	1_D	9.401	aromatic-L-amino-acid decarboxylase-like
NW_020870500.1	XR_003476996.1	+	XM_027371483.1	+	not DE	2_D	39.432	alpha-(1%2C3)-fucosyltransferase C-like
NW_020870500.1	XR_003476996.1	+	XM_027371507.1	-	not DE	3_D	65.286	uncharacterized LOC113819274
NW_020870500.1	XR_003476996.1	+	XM_027371484.1	+	not DE	4_D	117.027	uncharacterized LOC113819238
NW_020870500.1	XR_003476996.1	+	XM_027371485.1	+	not DE	5_D	187.479	tripartite motif-containing protein 3-like
NW_020870243.1	XR_003476748.1	+	XM_027369060.1	+	not DE	1_U	21.634	myosin-9-like
NW_020870243.1	XR_003476748.1	+	XM_027369063.1	-	not DE	2_U	127.255	uncharacterized LOC113817063
NW_020870243.1	XR_003476748.1	+	XM_027369059.1	+	DE	3_U	137.313	calmodulin-beta-like
NW_020870243.1	XR_003476748.1	+	XM_027369061.1	-	not DE	4_U	145.403	cell wall protein DAN4-like
NW_020870243.1	XR_003476748.1	+	XM_027369065.1	+	DE	1_D	6.986	uncharacterized LOC113817065
NW_020870243.1	XR_003476748.1	+	XM_027369066.1	+	not DE	2_D	21.082	protein germ cell-less-like
NW_020870243.1	XR_003476748.1	+	XM_027369068.1	+	DE	3_D	92.992	myosin-VIIa-like
NW_020870243.1	XR_003476748.1	+	XM_027369067.1	-	DE	4_D	142.247	mucolipin-3-like
NW_020870243.1	XR_003476748.1	+	XM_027369062.1	+	not DE	5_D	175.244	collagen alpha-2(XI) chain-like
NW_020870243.1	XR_003476749.1	+	XM_027369066.1	+	not DE	1_U	10.000	protein germ cell-less-like
NW_020870243.1	XR_003476749.1	+	XM_027369065.1	+	DE	2_U	33.835	uncharacterized LOC113817065
NW_020870243.1	XR_003476749.1	+	XM_027369060.1	+	not DE	3_U	72.765	myosin-9-like
NW_020870243.1	XR_003476749.1	+	XM_027369063.1	-	not DE	4_U	178.386	uncharacterized LOC113817063
NW_020870243.1	XR_003476749.1	+	XM_027369059.1	+	DE	5_U	188.444	calmodulin-beta-like
NW_020870243.1	XR_003476749.1	+	XM_027369068.1	+	DE	1_D	41.439	myosin-VIIa-like
NW_020870243.1	XR_003476749.1	+	XM_027369067.1	-	DE	2_D	90.694	mucolipin-3-like
NW_020870243.1	XR_003476749.1	+	XM_027369062.1	+	not DE	3_D	123.691	collagen alpha-2(XI) chain-like
NW_020870243.1	XR_003476749.1	+	XM_027369069.1	+	DE	4_D	182.596	histone-lysine N-methyltransferase SETD2-like
