ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gills_1	gills_2	gills_3	gills_4	gills_5	hemocyte_1	hemocyte_2	hemocyte_3	hemocyte_4	hemocyte_5	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	Expression
XM_027381479.1	177.843759894151	-2.8195415654628	0.304968849826125	-9.24534281802989	2.34487812960719e-20	2.68029956137197e-19	548	294	391	329	390	35	53	33	23	38	266.288139066677	243.722754898503	289.0646880725	271.087956749524	488.609787364218	39.9454109065376	53.0540423964699	41.6724998232784	39.5141916027542	45.4781280610495	Up_gills_Down_hemocyte
XM_027382823.1	452.824517302459	-7.69754073539424	0.832679992411661	-9.24429649510388	2.36793240329591e-20	2.70496417865281e-19	279	1302	2020	682	986	2	0	8	6	0	135.573705838691	1079.34362883623	1493.37767239501	561.951326757372	1235.30577010543	2.28259490894501	0	10.1024241995827	10.3080499833272	0	Up_gills_Down_hemocyte
XM_027370273.1	396.972605356677	-10.6077264150756	1.14764851136116	-9.24300978048962	2.39659080994135e-20	2.73599585112494e-19	201	1767	1713	322	697	0	1	1	0	0	97.6713794751863	1464.82349627774	1266.41383802607	265.320127882513	873.233389212461	0	1.00101966785792	1.26280302494783	0	0	Up_gills_Down_hemocyte
XM_027359027.1	767.977536855276	-6.08263847019451	0.658480047851276	-9.23739221870597	2.52577793335972e-20	2.88168300578768e-19	667	3381	3127	292	1507	10	24	16	24	13	324.113483134076	2802.81168133278	2311.77820870257	240.600861309608	1888.03833219968	11.412974544725	24.0244720285901	20.2048483991653	41.2321999333088	15.5583069682538	Up_gills_Down_hemocyte
XM_027354399.1	120.885952116706	-10.045673546767	1.08762586439225	-9.23633197375313	2.55092154196509e-20	2.90855851981496e-19	201	649	151	253	202	0	0	0	0	0	97.6713794751863	538.013836493633	111.633677490914	208.465814764831	253.074812942492	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027357919.1	87.1122119946783	-9.57139114222107	1.03637874721256	-9.23541819818695	2.57279007704681e-20	2.93166869289358e-19	180	253	268	117	223	0	0	0	0	0	87.4669069927042	209.734207446671	198.131295149437	96.4051396343292	279.384570723642	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027372956.1	128.950043985984	-6.0497373246983	0.655171315432186	-9.23382508086082	2.61136080657414e-20	2.97377029576495e-19	394	117	284	583	232	2	2	0	5	6	191.455340861808	96.9917085820572	209.960029188209	480.377747066786	290.660181201278	2.28259490894501	2.00203933571584	0	8.59004165277266	7.18075706227097	Up_gills_Down_hemocyte
XM_027363283.1	50.9877614402377	5.98614699538943	0.648377605623946	9.23250115899493	2.64384860230282e-20	3.00889676645929e-19	6	0	0	4	1	120	135	66	34	74	2.91556356642347	0	0	3.29590220972066	1.2528456086262	136.9556945367	135.137655160819	83.3449996465569	58.4122832388541	88.5626704346753	Down_gills_Up_hemocyte
XM_027369504.1	1554.59155750155	-7.36031882045444	0.797398432273253	-9.2304154642885	2.69584198657523e-20	3.06616466294338e-19	2351	1618	5395	4992	3883	8	14	0	38	6	1142.41499077693	1341.304140904	3988.50125869855	4113.28595773138	4864.79949829553	9.13037963578003	14.0142753500109	0	65.2843165610722	7.18075706227097	Up_gills_Down_hemocyte
XM_027367857.1	12910.8311918216	-12.3332185941258	1.33673253967062	-9.22639213762596	2.7990099118853e-20	3.18152969078625e-19	9556	29788	107650	778	15580	0	3	0	6	10	4643.52090679045	24693.9232071993	79585.2012046153	641.052979790668	19519.3345823962	0	3.00305900357377	0	10.3080499833272	11.9679284371183	Up_gills_Down_hemocyte
XM_027351094.1	119.805781256496	-5.85101445860933	0.634332517198082	-9.22389172866925	2.8650832212802e-20	3.25461375471278e-19	238	277	347	120	381	1	8	4	2	2	115.650688134798	229.629942540426	256.535669465876	98.8770662916197	477.334176886582	1.1412974544725	8.00815734286338	5.05121209979133	3.43601666110906	2.39358568742366	Up_gills_Down_hemocyte
XM_027371599.1	127.631203512589	-10.1248345787714	1.09771147609991	-9.22358452035516	2.87330682999471e-20	3.26193315030936e-19	555	336	545	51	226	0	0	0	0	0	269.689629894171	278.540291312574	402.916253195683	42.0227531739384	283.143107549521	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027363171.1	71.5678596163622	-9.29022108559279	1.00738982501311	-9.22207159028224	2.91414789504631e-20	3.30624965207018e-19	175	195	298	168	88	0	0	0	0	0	85.0372706873513	161.652847636762	220.310171472135	138.427892808268	110.250413559106	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027357577.1	102.414894800372	-5.92328298647672	0.642386905105019	-9.22074055278006	2.95055305266779e-20	3.34548165742772e-19	281	260	355	148	217	9	3	2	0	0	136.545560360833	215.537130182349	262.450036485262	121.948381759664	271.867497071885	10.2716770902525	3.00305900357377	2.52560604989566	0	0	Up_gills_Down_hemocyte
XM_027378585.1	228.432886245167	-4.57088948482597	0.495723861421883	-9.22063640776804	2.95342041200694e-20	3.34666185585672e-19	338	285	977	888	270	20	19	17	6	15	164.243414241856	236.261854238344	722.292072242537	731.690290557986	338.268314329074	22.8259490894501	19.0193736893005	21.4676514241131	10.3080499833272	17.9518926556774	Up_gills_Down_hemocyte
XM_027363072.1	86.8213538163942	-6.17543113175929	0.669888572185195	-9.21859453672252	3.01019773133611e-20	3.40889079303285e-19	306	215	417	172	64	4	4	2	0	0	148.693741887597	178.232626881558	308.286380885505	141.723795017988	80.1821189520767	4.56518981789001	4.00407867143169	2.52560604989566	0	0	Up_gills_Down_hemocyte
XM_027351669.1	23506.4155161384	4.69833881169586	0.509908764937538	9.2140773698436	3.13966688684598e-20	3.54892759825286e-19	2086	1260	2406	1248	3077	25644	28900	22380	56007	36485	1013.64426659323	1044.52609242215	1778.74588108039	1028.32148943284	3855.00593774282	29267.4319224929	28929.4684010939	28261.5316983325	96220.4925693677	43664.9869028261	Down_gills_Up_hemocyte
XM_027357199.1	1127.98095692227	-5.59399642693814	0.60710994408021	-9.21414067004488	3.13781511814772e-20	3.54892759825286e-19	972	1509	1899	7133	1634	47	63	51	12	22	472.321297760602	1250.94434401987	1403.92287122679	5877.41761548436	2047.14972449521	53.6409803602077	63.0642390750491	64.4029542723394	20.6160999666544	26.3294425616602	Up_gills_Down_hemocyte
XM_027365128.1	149.085642299364	-10.3482995257177	1.12309310242375	-9.21410656283527	3.13881274797128e-20	3.54892759825286e-19	174	440	732	104	331	0	0	0	0	0	84.5513434262807	364.755143385514	541.164582273835	85.6934574527371	414.691896455272	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027354851.1	472.912756971923	-6.19522777876031	0.672407001744868	-9.21350872713098	3.15635034174491e-20	3.56558614745944e-19	515	2818	1279	822	363	9	4	4	19	11	250.252539451348	2336.09089559177	945.559427224365	677.307904097595	454.78295593131	10.2716770902525	4.00407867143169	5.05121209979133	32.6421582805361	13.1647212808301	Up_gills_Down_hemocyte
XM_027373279.1	1167.41974232784	2.99405423152101	0.325047753490086	9.21112113335165	3.22736194661376e-20	3.64355840713518e-19	381	321	429	219	283	1433	1594	1313	1376	2605	185.13828646789	266.105456878977	317.157931414584	180.450645982206	354.555307241214	1635.4792522591	1595.62535056553	1658.0603717565	2363.97946284304	3117.64535786931	Down_gills_Up_hemocyte
XM_027372549.1	815.265327298141	3.91734225803898	0.425381940068279	9.20899993405972	3.29177397152006e-20	3.71398857636466e-19	124	60	112	101	186	1153	1427	1127	954	1535	60.2549803727518	49.7393377343883	82.8011382714065	83.2215307954466	233.029283204473	1315.9159650068	1428.45506603325	1423.17900911621	1638.97994734902	1837.07701509766	Down_gills_Up_hemocyte
XM_027377112.1	558.364033180204	-7.1961601819713	0.781468323082383	-9.2085116816855	3.30677917033315e-20	3.72862244541627e-19	1344	1428	2354	575	1192	6	0	0	14	7	653.086238878858	1183.79623807844	1740.30249545438	473.785942647344	1493.39196548243	6.84778472683502	0	0	24.0521166277635	8.3775499059828	Up_gills_Down_hemocyte
XM_027353075.1	1026.38940100999	4.67246856170129	0.507415944058904	9.20835976166897	3.31146182536704e-20	3.73160609017222e-19	194	46	25	70	144	1569	1833	1481	1286	1813	94.2698886476923	38.133492263031	18.4823969355818	57.6782886701115	180.409767642173	1790.69570606736	1834.86905118357	1870.21127994774	2209.35871309313	2169.78542564955	Down_gills_Up_hemocyte
XM_027370193.1	3901.41841610521	3.58239762293558	0.389210200882383	9.20427474617543	3.43986249082539e-20	3.87391520709241e-19	937	478	436	1411	535	6210	7321	5595	5528	4202	455.313843623132	396.256723950627	322.333002556547	1162.62950447896	670.272400615017	7087.45719227425	7328.46498838785	7065.38292458312	9497.15005130545	5028.9235292771	Down_gills_Up_hemocyte
XM_027360676.1	560.005830601838	-3.38754083126334	0.368125043968745	-9.20214716918569	3.5086735238894e-20	3.94898187826938e-19	1399	794	2287	1599	611	78	83	69	49	121	679.81223823774	658.217236018405	1690.76967166702	1317.53690833583	765.488666870608	89.0212014488553	83.0846324322075	87.1334087214004	84.1824081971721	144.811934089131	Up_gills_Down_hemocyte
XM_027358597.1	109.673731249899	-9.90469714413099	1.07651029939548	-9.20074536183535	3.55475324839171e-20	3.99838819952618e-19	195	521	201	139	245	0	0	0	0	0	94.7558159087628	431.903249326938	148.598471362078	114.532601787793	306.947174113419	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027350976.1	190.914025454346	4.25348697509335	0.462344435463767	9.1998230082012	3.5853983352682e-20	4.02791255040584e-19	13	33	34	8	25	249	380	274	225	347	6.31705439391752	27.3566357539136	25.1360598323913	6.59180441944131	31.321140215655	284.183066163653	380.38747378601	346.008028835706	386.55187437477	415.287116768005	Down_gills_Up_hemocyte
XM_027382673.1	285.45102213365	2.04288564103287	0.222057053472749	9.19982323949717	3.58539061784426e-20	4.02791255040584e-19	208	140	182	139	72	356	411	346	289	457	101.07287030268	116.058454713573	134.551849691036	114.532601787793	90.2048838210863	406.301893792211	411.419083489606	436.92984663195	496.50440753026	546.934329576306	Down_gills_Up_hemocyte
XM_027364841.1	2186.06605702954	4.2585047086347	0.462921500343803	9.19919404363805	3.60644522860397e-20	4.04907450512933e-19	159	135	282	325	337	3008	3312	2547	3892	3444	77.262434510222	111.913509902374	208.481437433363	267.792054539803	422.208970107029	3433.02274305329	3315.37713994544	3216.35930454213	6686.48842251824	4121.75455374354	Down_gills_Up_hemocyte
XM_027381654.1	546.582712072726	-9.91785955924285	1.07813175362042	-9.19911645857584	3.60904988689843e-20	4.04951751853276e-19	228	2901	2108	592	716	0	0	0	4	0	110.791415524092	2404.89697945767	1558.43570960826	487.793527038657	897.037455776359	0	0	0	6.87203332221813	0	Up_gills_Down_hemocyte
XM_027370275.1	370.670939472571	-9.25959664046849	1.00681281259457	-9.19693961443179	3.68289304225792e-20	4.12984389310232e-19	177	1685	1596	267	653	4	0	1	0	0	86.0091252094924	1396.84640137407	1179.91622036754	220.001472498854	818.108182432908	4.56518981789001	0	1.26280302494783	0	0	Up_gills_Down_hemocyte
XM_027354296.1	676.596850981664	5.31726907278925	0.578195123080164	9.19632293759773	3.70408217102237e-20	4.15106407459589e-19	19	13	20	89	47	1240	1217	1055	469	1527	9.232617960341	10.7768565091175	14.7859175484654	73.3338241662846	58.8837436054314	1415.2088435459	1218.24093578309	1332.25719131996	805.745907030076	1827.50267234796	Down_gills_Up_hemocyte
XM_027373633.1	3669.5369554515	3.40536487788742	0.370344074870495	9.19513800532177	3.74513548511888e-20	4.19450595928076e-19	767	383	781	981	871	5360	6111	4861	3952	6990	372.706209241134	317.502772537845	577.390080267576	808.320016933991	1091.22852511342	6117.35435597262	6117.23119027976	6138.48550427141	6789.56892235151	8365.58197754568	Down_gills_Up_hemocyte
XM_027362174.1	3175.97942112088	4.62861874629212	0.503462947851101	9.19356382837737	3.80037106463242e-20	4.25376902976542e-19	754	67	186	316	331	6521	7245	5854	3147	2533	366.389154847216	55.5422604700669	137.509033200729	260.376274567932	414.691896455272	7442.4007006152	7252.38749363065	7392.4489080446	5406.57221625511	3031.47627312206	Down_gills_Up_hemocyte
XM_027371820.1	4568.41211560751	2.7346037705525	0.297579208705057	9.18949876388333	3.94676099429945e-20	4.41492684362325e-19	1756	896	1725	2179	1039	7246	8755	6604	3575	6852	853.288270439936	742.774110166865	1275.28538855514	1795.44272874533	1301.70658736262	8269.84135510776	8763.92719209611	8339.55117675548	6141.87978173245	8200.42456511345	Down_gills_Up_hemocyte
XM_027354948.1	1825.67955399077	4.62850266950621	0.503794669981015	9.1872799481595	4.02900181141635e-20	4.50417328801597e-19	152	93	210	163	216	2797	3279	2431	658	5741	73.860943682728	77.0959734883019	155.252134258887	134.308015046117	270.614651463259	3192.20898015959	3282.34349090613	3069.87415364818	1130.44948150488	6870.78771574961	Down_gills_Up_hemocyte
XM_027370228.1	91.3130539470773	-9.64082831401435	1.04959915000358	-9.18524782911788	4.10580774141455e-20	4.58723873450846e-19	163	381	309	128	147	0	0	0	0	0	79.2061435545043	315.844794613366	228.442426123791	105.468870711061	184.168304468051	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027364720.1	163.226989707136	-5.21722214243552	0.568007269305927	-9.18513269876049	4.11020226976729e-20	4.58935016386021e-19	386	303	695	431	226	8	16	11	0	2	187.567922773243	251.183655558661	513.810634809174	355.133463097401	283.143107549521	9.13037963578003	16.0163146857268	13.8908332744261	0	2.39358568742366	Up_gills_Down_hemocyte
XM_027362126.1	120.607251954712	-4.8220163457748	0.52504301853994	-9.18404049859391	4.15212353909682e-20	4.63333493342698e-19	305	178	449	305	229	2	15	4	2	12	148.207814626526	147.560035278685	331.943848963049	251.3125434912	286.9016443754	2.28259490894501	15.0152950178688	5.05121209979133	3.43601666110906	14.3615141245419	Up_gills_Down_hemocyte
XM_027374200.1	374.784106261522	-11.6783721098481	1.27213893748632	-9.18010742830022	4.30661571208991e-20	4.80280704154738e-19	241	1278	360	120	1761	0	0	0	0	0	117.108469918009	1059.44789374247	266.146515872378	98.8770662916197	2206.26111679074	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027356786.1	282.996397545952	3.90913859810727	0.425847293937401	9.17967227632991	4.32405389743994e-20	4.81932114128905e-19	64	45	77	37	16	570	635	523	308	149	31.099344708517	37.3045033007912	56.925782561592	30.4870954399161	20.0455297380192	650.539549049327	635.64748908978	660.445982047716	529.146565810796	178.322133713062	Down_gills_Up_hemocyte
XM_027351605.1	312.165251897047	-6.9013422641178	0.75183933697606	-9.17927797164137	4.33991544715051e-20	4.83405901143701e-19	512	598	779	2029	82	2	4	7	6	1	248.794757668136	495.735399419403	575.911488512729	1671.8463958808	102.733339907348	2.28259490894501	4.00407867143169	8.83962117463482	10.3080499833272	1.19679284371183	Up_gills_Down_hemocyte
XM_027357256.1	166.819350975508	-4.37729498004063	0.476901435857026	-9.17861564449751	4.36668818448643e-20	4.86092512784598e-19	391	372	475	464	287	15	10	2	10	25	189.997559078596	308.383893953207	351.165541776054	382.324656327596	359.566689675719	17.1194618170876	10.0101966785792	2.52560604989566	17.1800833055453	29.9198210927957	Up_gills_Down_hemocyte
XM_027380488.1	549.38188558491	-5.19638047176646	0.566342751277605	-9.17532794415399	4.50202013666876e-20	5.0085315703814e-19	420	1996	1781	1586	691	35	27	35	16	6	204.089449649643	1654.66196863065	1316.68595769085	1306.82522615424	865.716315560704	39.9454109065376	27.0275310321639	44.1981058731741	27.4881332888725	7.18075706227097	Up_gills_Down_hemocyte
XM_027368346.1	6891.39794465446	-4.06078336227534	0.442645559393067	-9.17389382114954	4.56234405776538e-20	5.07256251034193e-19	15093	18930	22745	13267	11369	775	968	595	639	162	7334.10015133824	15692.7610551995	16815.2847319923	10931.683654091	14243.6017244713	884.50552721619	968.987038486469	751.36779984396	1097.80732322435	193.880440681316	Up_gills_Down_hemocyte
XM_027364662.1	496.893505936217	-4.81270145786252	0.524701389902874	-9.17226740861768	4.6317236230835e-20	5.14657804401206e-19	2546	734	2203	890	472	30	54	44	11	6	1237.17080668569	608.477898284017	1628.66881796347	733.338241662846	591.343127271566	34.2389236341751	54.0550620643278	55.5633330977046	18.8980916360999	7.18075706227097	Up_gills_Down_hemocyte
XR_003475978.1	127.763238572173	-10.1257518417582	1.10452158160397	-9.16754548793308	4.83911572263734e-20	5.37376469005357e-19	147	438	626	124	222	0	0	0	0	0	71.4313073773751	363.097165461035	462.799219266969	102.17296850134	278.131725115016	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027356548.1	140.84434322764	-8.17610980001841	0.891904666104439	-9.16702211653304	4.86266043734236e-20	5.39664004805718e-19	284	321	352	265	416	4	0	0	0	0	138.003342144044	266.105456878977	260.232148852992	218.353521393993	521.183773188499	4.56518981789001	0	0	0	0	Up_gills_Down_hemocyte
XM_027380094.1	754.22750815197	-5.03478268464763	0.549259944142027	-9.16648435471155	4.88697047988848e-20	5.420336567978e-19	931	1512	3796	1403	1316	33	21	22	62	27	452.398280056709	1253.43131090659	2806.36715069874	1156.03770005952	1648.74482095208	37.6628159975926	21.0214130250164	27.7816665488523	106.516516494381	32.3134067802194	Up_gills_Down_hemocyte
XM_027351089.1	128.732660107024	-5.34717456053601	0.583577456303988	-9.1627503817602	5.05911352127702e-20	5.60787277981603e-19	304	296	397	124	374	4	7	7	0	8	147.721887365456	245.380732822982	293.500463337039	102.17296850134	468.564257626199	4.56518981789001	7.00713767500546	8.83962117463482	0	9.57434274969463	Up_gills_Down_hemocyte
XM_027363386.1	109.463990803845	-9.32393478776108	1.01771881704503	-9.16160203742064	5.1132495439206e-20	5.66445413502159e-19	341	154	541	228	169	0	0	0	1	0	165.701196025067	127.66430018493	399.95906968599	187.866425954077	211.730907857828	0	0	0	1.71800833055453	0	Up_gills_Down_hemocyte
XM_027379567.1	2800.50753073074	-4.8696280720885	0.531638061561671	-9.15966787213112	5.20572866519323e-20	5.76341790527707e-19	2660	13419	8308	4489	3848	178	214	177	130	52	1292.56651444774	11124.2028842959	6142.07014963255	3698.82625485901	4820.94990199361	203.150946896106	214.218208921595	223.516135415766	223.341082972089	62.2332278730151	Up_gills_Down_hemocyte
XM_027355718.1	278.749957072246	-10.0947796550653	1.10214117879324	-9.15924370607243	5.22622950189078e-20	5.78262096395802e-19	544	249	1131	348	951	0	0	0	0	2	264.344430022395	206.418251597711	836.143637365721	286.743492245697	1191.45617380352	0	0	0	0	2.39358568742366	Up_gills_Down_hemocyte
XM_027383772.1	54896.3530502251	4.17575908750434	0.456055018812688	9.15626166854974	5.37262778419285e-20	5.94101743450607e-19	22011	3063	3755	5940	6287	111390	125536	102043	32145	69605	10695.7449434245	2539.19319134052	2776.05601972439	4894.41478143517	7876.64034143292	127129.123453692	125664.005024212	128860.209074752	55225.3777856754	83302.7658865618	Down_gills_Up_hemocyte
XM_027351706.1	127.022167581405	-10.1171807508559	1.10497544827801	-9.156023119448	5.38451256694531e-20	5.95056838143178e-19	189	715	261	136	224	0	0	0	0	0	91.8402523423394	592.727108001461	192.956224007474	112.060675130502	280.637416332269	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027373325.1	2612.51115182214	2.14094821984997	0.233836060591951	9.1557658576278	5.39735876422529e-20	5.96116965864376e-19	1508	1283	1287	940	1045	3637	4282	3244	2290	4032	732.778309694433	1063.59283855367	951.473794243752	774.537019284354	1309.22366101438	4150.8988419165	4286.36621776762	4096.53301293076	3934.23907696988	4825.46874584609	Down_gills_Up_hemocyte
XR_003476295.1	232.675129805004	-7.22204381168951	0.788837722307337	-9.1552972271219	5.42083741894217e-20	5.98349421851069e-19	244	1199	959	137	301	2	7	2	2	0	118.566251701221	993.957765725526	708.984746448918	112.884650682932	377.106528196486	2.28259490894501	7.00713767500546	2.52560604989566	3.43601666110906	0	Up_gills_Down_hemocyte
XM_027357540.1	563.234927543228	4.65313119884031	0.508251426737658	9.15517587172874	5.42693383163669e-20	5.98661701367123e-19	135	34	50	28	49	576	558	494	1479	866	65.6001802445281	28.1856247161534	36.9647938711636	23.0713154680446	61.3894348226838	657.387333776162	558.568974664721	623.824694324229	2540.93432089015	1036.42260265444	Down_gills_Up_hemocyte
XM_027382382.1	4663.02244512807	-4.12110471659365	0.45014884853298	-9.15498224648179	5.43667483028008e-20	5.99375408635511e-19	32552	10887	10069	8144	4070	536	611	606	219	141	15817.9042023695	9025.20283190476	7443.97018977493	6710.45689899126	5099.08162710863	611.735435597262	611.62301706119	765.258633118386	376.243824391443	168.747790963368	Up_gills_Down_hemocyte
XM_027382319.1	184.728152768719	-5.44065166742438	0.594482785639738	-9.15190784131715	5.59367964390562e-20	6.16313843146619e-19	428	714	299	304	426	6	6	0	8	13	207.976867738208	591.898119039221	221.049467349558	250.48856793877	533.712229274761	6.84778472683502	6.00611800714753	0	13.7440666444363	15.5583069682538	Up_gills_Down_hemocyte
XM_027372989.1	323.530757379426	-7.78272159004635	0.850538147049917	-9.15034983091662	5.67494737379066e-20	6.24892191886817e-19	1151	977	360	238	1109	6	0	6	0	0	559.302277492236	809.92221610829	266.146515872378	196.106181478379	1389.40577996645	6.84778472683502	0	7.57681814968699	0	0	Up_gills_Down_hemocyte
XM_027367643.1	1102.50473571799	-6.70184273491841	0.732949382411577	-9.14366379963069	6.03715518425092e-20	6.64377143789968e-19	9252	1806	2734	467	2012	13	25	26	19	0	4495.79901942499	1497.15406580509	2021.23492887523	384.796582984887	2520.72536455591	14.8368669081425	25.0254916964481	32.8328786486436	32.6421582805361	0	Up_gills_Down_hemocyte
XM_027382402.1	155.093602247435	-6.92094576633187	0.756928638086009	-9.14345873322004	6.0486182814634e-20	6.65239092264429e-19	368	347	524	123	465	0	0	2	2	6	178.821232073973	287.659169897212	387.391039769795	101.34899294891	582.573208011183	0	0	2.52560604989566	3.43601666110906	7.18075706227097	Up_gills_Down_hemocyte
XM_027364973.1	494.685559346342	1.94452164074188	0.21270311466556	9.14195188819552	6.13351251741708e-20	6.74171264886822e-19	364	229	280	254	191	698	819	592	358	790	176.877523029691	189.838472352915	207.002845678516	209.289790317262	239.293511247604	796.625623221807	819.835107975638	747.579390769116	615.046982338523	945.466346532345	Down_gills_Up_hemocyte
XM_027375089.1	112.648560169843	6.23440159180056	0.681986159904802	9.14153682044048	6.15710321993223e-20	6.76358526971333e-19	3	3	1	2	8	174	166	122	53	418	1.45778178321174	2.48696688671942	0.739295877423272	1.64795110486033	10.0227648690096	198.585757078216	166.169264864415	154.061969043635	91.0544415193902	500.259408671544	Down_gills_Up_hemocyte
XM_027367716.1	210.716293690725	-6.19019915562175	0.677196965677873	-9.14091389855146	6.19267587258395e-20	6.79858598042875e-19	491	676	795	165	443	1	7	6	8	0	238.590285185654	560.396538474108	587.740222551502	135.955966150977	555.010604621406	1.1412974544725	7.00713767500546	7.57681814968699	13.7440666444363	0	Up_gills_Down_hemocyte
XR_003476489.1	180.839484691975	4.20326360968551	0.459888009870891	9.13975472173222	6.2594135446968e-20	6.86773858559757e-19	73	20	18	18	9	348	314	277	305	110	35.4726900581522	16.5797792447961	13.3073257936189	14.831559943743	11.2756104776358	397.171514156431	314.320175707388	349.796437910549	523.992540819132	131.647212808301	Down_gills_Up_hemocyte
XM_027364511.1	1871.37036397126	3.01177482478785	0.329657044371644	9.13608514123689	6.47540607137943e-20	7.10047070292552e-19	831	215	578	543	486	2741	3113	2406	1858	3487	403.805553949651	178.232626881558	427.313017150651	447.418724969579	608.882965792333	3128.29632270913	3116.17422604171	3038.30407802448	3192.05947817032	4173.21664602315	Down_gills_Up_hemocyte
XM_027375354.1	337.1884086346	-3.45154929386131	0.377996149626971	-9.13117579972045	6.77593088183889e-20	7.42556109736447e-19	1325	424	1118	377	764	52	53	43	31	52	643.853620918517	351.491319989677	826.532790959219	310.638783266172	957.174044990416	59.3474676325702	53.0540423964699	54.3005300727568	53.2582582471905	62.2332278730151	Up_gills_Down_hemocyte
XM_027380851.1	678.55961329978	2.90669380066131	0.318364354342865	9.13008557965295	6.84451669879107e-20	7.49623905988934e-19	393	133	131	221	175	1060	1178	957	482	1304	190.969413600737	110.255531977894	96.8477599424487	182.098597087066	219.247981509585	1209.77530174085	1179.20116873663	1208.50249487507	828.080015327285	1560.61786820022	Down_gills_Up_hemocyte
XM_027354461.1	373.748557595737	-4.69475531008719	0.51425063988296	-9.12931350198356	6.8935027492881e-20	7.54537938322616e-19	729	1112	1480	700	518	13	15	18	42	14	354.240973320452	921.835726010663	1094.15789858644	576.782886701115	648.974025268371	14.8368669081425	15.0152950178688	22.730454449061	72.1563498832904	16.7550998119656	Up_gills_Down_hemocyte
XM_027377673.1	473.8901338173	4.10812207645331	0.45002895067255	9.12857288473083	6.94081830714213e-20	7.59263366219494e-19	31	38	65	120	54	745	767	630	516	984	15.0637450931879	31.5015805651126	48.0542320325127	98.8770662916197	67.6536628658148	850.266603582015	767.782085247026	795.565905717134	886.492298566139	1177.64415821244	Down_gills_Up_hemocyte
XM_027383156.1	898.820165731028	-5.00866400711363	0.548900769562329	-9.12489886124105	7.18032714713201e-20	7.84994834826371e-19	869	4347	3452	1656	618	28	38	48	43	56	422.270789870333	3603.61501885643	2552.04936886514	1364.50351482435	774.258586130991	31.9563287252301	38.038747378601	60.6145451974959	73.8743582138449	67.0203992478624	Up_gills_Down_hemocyte
XM_027352386.1	77.4200186034503	3.80618856667375	0.417174321154112	9.12373646619459	7.25779099090412e-20	7.92990484951319e-19	25	2	20	14	9	126	179	98	75	123	12.1481815267645	1.65797792447961	14.7859175484654	11.5356577340223	11.2756104776358	143.803479263535	179.182520546568	123.754696444887	128.85062479159	147.205519776555	Down_gills_Up_hemocyte
XM_027350791.1	388.639750039292	-11.7311902867388	1.28646120905214	-9.11896153898205	7.58475938484297e-20	8.28221371921799e-19	186	95	1263	2846	350	0	0	0	0	0	90.3824705591276	78.7539514127815	933.730693185593	2345.03442221625	438.49596301917	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027374403.1	10197.9325321588	-16.4448738144658	1.80386629401445	-9.11645939005167	7.76186740150361e-20	8.47055964251047e-19	2936	43363	44816	207	24985	0	0	0	0	0	1426.68243850322	35947.4483696047	33132.2840426014	170.562939353044	31302.3475315256	0	0	0	0	0	Up_gills_Down_hemocyte
XR_003475586.1	152.27662945505	-4.23079219270427	0.464140610127355	-9.11532432282406	7.84355193095603e-20	8.55460726374448e-19	253	220	518	350	375	15	16	8	6	19	122.939597050856	182.377571692757	382.955264505255	288.391443350557	469.817103234825	17.1194618170876	16.0163146857268	10.1024241995827	10.3080499833272	22.7390640305247	Up_gills_Down_hemocyte
XM_027366331.1	229.452446369858	-9.81375163846316	1.0766391167205	-9.11517284301944	7.85451715984007e-20	8.56147042949135e-19	566	176	444	866	662	0	0	0	0	2	275.034829765948	145.902057354206	328.247369575933	713.562828404522	829.383792910544	0	0	0	0	2.39358568742366	Up_gills_Down_hemocyte
XM_027373274.1	1001.17338935903	2.9579942900621	0.324545765198679	9.11425939651775	7.92096105566734e-20	8.62876155903642e-19	392	308	328	164	255	1237	1406	1083	1293	2056	190.483486339667	255.32860036986	242.489047794833	135.131990598547	319.475630199681	1411.78495118249	1407.43365300824	1367.6156760185	2221.38477140701	2460.60608667152	Down_gills_Up_hemocyte
XM_027365798.1	544.37528255363	-6.3478631819724	0.696510366385662	-9.11381005700287	7.9538494611335e-20	8.65944050364522e-19	695	651	1255	2213	1396	5	23	16	10	0	337.719446444052	539.671814418113	927.816326166207	1823.45789752795	1748.97246964217	5.70648727236252	23.0234523607322	20.2048483991653	17.1800833055453	0	Up_gills_Down_hemocyte
