ID	hemocytes_mean	gills_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027354236.1	2.91605331811539	1041.65042897118	-3.51276714537771	0.997775290329651	-8.48063838590417	0.00222470967034893	8.48063838590417	3	0	0	3	11	4	52	1293	1603	1568	1935	1294	3.79689616954151	1.20778299409158	1.082160589203	1.99893510093145	6.45020740788748	2.96033764703732	562.118634429283	617.746435461149	671.574965098667	1131.36835373654	2264.68926905657	1002.40491604488	Down_hemocytes_Up_gills
XM_027354238.1	245.120939567797	2360.94756838665	-1.65656080810135	0.966624063440428	-3.26780036527838	0.0333759365595719	3.26780036527838	81	28	18	625	756	543	44	1506	2918	5173	2465	6623	102.516196577621	67.6358476691288	38.9577812113081	416.444812694053	443.305163669358	401.865835585316	475.638844517086	719.509769377023	1222.49266884461	3732.50541701475	2884.99175618835	5130.5469543781	Down_hemocytes_Up_gills
XM_027354244.1	2.1038760976515	1019.78671062426	-3.31902316827385	0.993095039640285	-8.92100198401359	0.00690496035971488	8.92100198401359	5	0	0	0	5	1	77	1372	1526	1327	1814	1176	6.32816028256919	1.20778299409158	1.082160589203	0.333155850155242	2.93191245813067	0.740084411759329	832.3679779049	655.489643814924	639.315905639779	957.478192224739	2123.07304086234	910.995503298905	Down_hemocytes_Up_gills
XM_027354253.1	3.20907751364825	1005.60074429853	-3.53359815068444	0.997056353420799	-8.29168326973737	0.00294364657920121	8.29168326973737	5	0	0	8	4	4	63	1368	1543	1522	1734	1194	6.32816028256919	1.20778299409158	1.082160589203	5.33049360248387	2.34552996650454	2.96033764703732	681.028345558555	653.578595290683	646.438035650183	1098.17770050192	2029.44247676697	924.939312022868	Down_hemocytes_Up_gills
XM_027354259.1	169.092800735608	9293.43874182163	-4.14560983010373	0.998473354511545	-5.7803253766246	0.00152664548845494	5.7803253766246	141	111	23	255	286	244	1572	13367	22808	10307	6171	10542	178.454119968451	268.127824688332	49.7793871033381	169.909483579173	167.705392605074	180.580596469276	16993.2787177468	6386.24640588491	9555.38478101709	7436.87093237407	7222.427637906	8166.4239760009	Down_hemocytes_Up_gills
XM_027354260.1	1.83133597157883	1176.97297537187	-3.70174103853268	0.996838617007075	-9.3279689914534	0.00316138299292468	9.3279689914534	0	0	0	5	0	6	60	1566	1912	1936	1957	1519	0.632816028256919	1.20778299409158	1.082160589203	3.33155850155242	0.293191245813067	4.44050647055597	648.598424341481	748.17549724065	801.03015175836	1396.89357961349	2290.4376741828	1176.70252509442	Down_hemocytes_Up_gills
XM_027354291.1	408.915970696157	13.1694516603083	1.92786488422263	0.964950086109493	4.95653722801323	0.0350499138905066	-4.95653722801323	231	73	161	861	853	760	0	9	7	31	29	13	292.361005054697	176.336317137371	348.455709723367	573.694373967327	500.184265357093	562.46415293709	5.40498686951234	4.29985917954396	2.93264176898981	22.367614136373	33.9410794845688	10.070528522862	Up_hemocytes_Down_gills
XM_027354293.1	632.372294602854	17.1756054129827	2.18527026808726	0.960367214277629	5.20234130417343	0.0396327857223714	-5.20234130417343	286	148	320	1252	1355	1018	0	11	8	49	28	27	361.970768162958	357.503766251109	692.582777089921	834.222248788726	794.548276153412	753.405931170997	5.40498686951234	5.25538344166484	3.35159059313121	35.3552610542669	32.7706974333767	20.9157130859442	Up_hemocytes_Down_gills
XM_027354296.1	593.794209810121	18.3223724753887	2.16401128921782	0.958652827292633	5.01828479717904	0.0413471727073668	-5.01828479717904	337	102	263	1240	1217	1055	0	13	20	47	30	27	426.518003045163	246.387730794683	569.216469920779	826.226508385	713.627492309006	780.789054406092	5.40498686951234	6.21090770378573	8.37897648282803	33.9121891745009	35.1114615357608	20.9157130859442	Up_hemocytes_Down_gills
XM_027354315.1	70.4224635311186	781.149574219093	-1.42839004453647	0.950565782466473	-3.47149121969781	0.0494342175335265	3.47149121969781	37	81	33	52	58	54	14	589	2610	646	1285	1537	46.828386091012	195.660845042837	71.4225988873981	34.6482084161452	34.0101845143158	39.9645582350038	151.339632346346	281.401895194599	1093.45643100906	466.112217164417	1503.94093578175	1190.64633381838	Down_hemocytes_Up_gills
XM_027354325.1	2.3834606704698	768.387308095951	-3.33468126549624	0.994191497266714	-8.33263205946894	0.00580850273328593	8.33263205946894	0	0	3	4	5	0	47	1789	2442	1038	667	897	0.632816028256919	1.20778299409158	6.49296353521801	2.66524680124194	2.93191245813067	0.370042205879665	508.06876573416	854.716452467128	1023.0730285533	748.954305598553	780.644828145082	694.866468077481	Down_hemocytes_Up_gills
XM_027354349.1	31385.180127945	9535.10902997208	1.90423376676105	0.964489024182486	1.71876214859994	0.0355109758175138	-1.71876214859994	25582	24004	23458	23695	26511	21411	469	30479	30367	11790	7016	10506	32377.399269737	57983.2459803488	50770.646203048	15788.2557388569	15545.5862355005	15845.947340179	5069.87768360258	14561.7119925912	12722.2189427019	8506.90873122055	8211.40047116326	8138.53635855297	Up_hemocytes_Down_gills
XM_027354350.1	34585.0501587964	10973.19540719	1.81669992564461	0.96848566410718	1.65616484738268	0.0315143358928205	-1.65616484738268	28722	26872	25904	25161	28585	22506	423	37460	35659	13535	8086	11877	36351.4839271905	64911.0892344581	56064.5758054291	16765.0686915121	16761.7435231331	16656.3397710555	4572.61889160744	17896.9694295241	14939.2961200582	9765.98894631639	9463.70926593873	9200.58978969481	Up_hemocytes_Down_gills
XM_027354351.1	23892.0922651827	7145.68319563663	2.03326872751823	0.959888756224753	1.74138933975593	0.0401112437752474	-1.74138933975593	18957	17730	16599	20363	22640	18596	437	21636	21738	8704	5310	8018	23992.5868953328	42827.9849704876	35925.5672403613	13568.1051534224	13275.6996104157	13762.6097210765	4723.95852395379	10336.8614676237	9107.10953918579	6280.24882074162	6214.72869182966	6211.19213048522	Up_hemocytes_Down_gills
XM_027354357.1	7170.28642199703	30267.1631184146	-1.66387489073055	0.96628827533955	-2.07765080590598	0.0337117246604497	2.07765080590598	6738	3322	4732	7881	9560	7257	7971	47757	67451	11250	15979	22646	8527.82879679024	8024.51021274449	10241.5678162172	5251.20251014692	5605.81661994585	5370.79257613745	86166.3006737657	22816.4860930535	28258.5171371617	8117.27932368373	18701.5347959974	17542.8606868257	Down_hemocytes_Up_gills
XM_027354370.1	0.65319148556658	1329.91532921329	-4.70855907626104	0.996097884189702	-10.9915407918359	0.00390211581029809	10.9915407918359	0	0	0	0	0	0	17	2283	2130	2269	1807	2660	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	183.76955356342	1090.73094521099	892.360995421186	1637.16504759452	2114.88036650399	2060.58506698562	Down_hemocytes_Up_gills
XM_027354371.1	0.65319148556658	1772.03420902798	-4.88794273148146	0.998423133617217	-11.4056128495534	0.00157686638278287	11.4056128495534	0	0	0	0	0	0	9	2890	2679	3235	2451	3652	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	97.2897636512221	1380.73255876467	1122.36389987481	2334.1687655215	2868.60640747166	2829.04385888401	Down_hemocytes_Up_gills
XM_027354374.1	2665.68994436482	440.643193440266	1.89973640865569	0.964039246305524	2.59682616005408	0.0359607536944765	-2.59682616005408	3144	703	1317	3478	4332	3525	44	434	832	612	672	496	3979.14718567951	1698.14288969277	2850.41099196071	2317.43209367986	2540.20895372442	2608.79755145164	475.638844517086	207.348764880231	348.565421685646	441.579995208395	786.496738401042	384.229395949198	Up_hemocytes_Down_gills
XM_027354375.1	7263.66020888391	1447.41083882782	2.51369793196446	0.970451653230731	2.32722223523622	0.0295483467692691	-2.32722223523622	7338	1805	3007	11479	13679	10481	110	1278	2859	2344	2359	1594	9287.20803069854	4360.09660867062	6508.11378346685	7648.59200786405	8021.12610295389	7756.82471964953	1189.09711129271	610.580003495243	1197.77468822027	1691.28024308575	2760.93125876199	1234.80172811093	Up_hemocytes_Down_gills
XM_027354377.1	126.334962529278	8.67152418652417	1.70757628673232	0.966285988003266	3.8648245453084	0.0337140119967343	-3.8648245453084	59	87	77	134	190	143	0	8	21	18	12	9	74.6722913343164	210.154240971936	166.652730737262	89.2857678416049	111.412673408966	105.832070881584	5.40498686951234	3.82209704848352	8.79792530696943	12.987646917894	14.0445846143043	6.97190436198142	Up_hemocytes_Down_gills
XM_027354399.1	0.65319148556658	177.341645660933	-3.30898304446739	0.992592175143728	-8.08480966769969	0.00740782485627212	8.08480966769969	0	0	0	0	0	0	20	649	151	202	130	228	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	216.199474780494	310.067623058226	63.2612724453517	145.750259856366	152.149666654963	176.621577170196	Down_hemocytes_Up_gills
XM_027354400.1	0.65319148556658	133.359651852072	-2.99879586031227	0.992573418978247	-7.67360054250242	0.00742658102175253	7.67360054250242	0	0	0	0	0	0	9	596	121	149	95	192	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	97.2897636512221	284.746230112022	50.6928077211096	107.508855042567	111.186294863243	148.73395972227	Down_hemocytes_Up_gills
XM_027354428.1	218.065336725261	1620.15164639188	-1.68809332075912	0.964962268419125	-2.89329649076143	0.0350377315808745	2.89329649076143	211	151	128	160	256	193	214	2845	5287	1223	584	2927	267.04836392442	364.750464215659	277.033110835969	106.609872049677	150.11391785629	142.836291469551	2313.33438015128	1359.23326286695	2214.98243323559	882.438454476907	683.503117896144	2267.4182297244	Down_hemocytes_Up_gills
XM_027354430.1	24.6262932445825	202.55204479836	-1.29119330215579	0.95588863352183	-3.04002125486085	0.0441113664781704	3.04002125486085	7	7	11	51	59	40	5	147	396	509	198	421	8.85942439559687	16.9089619172822	23.807532962466	33.9818967158347	34.5965670059419	29.6033764703732	54.0498686951234	70.2310332658847	165.903734359995	367.261793400446	231.735646136021	326.130192932686	Down_hemocytes_Up_gills
XM_027354434.1	1627.83819709938	207.792044231722	1.68008169016434	0.965864630098204	2.96974498287094	0.0341353699017957	-2.96974498287094	832	272	406	3521	4082	3295	6	216	658	340	225	380	1053.00587101951	657.033948785822	878.714398432838	2346.08349679321	2393.61333081788	2438.57813674699	64.8598424341481	103.196620309055	275.668326285042	245.32221956022	263.335961518206	294.36929528366	Up_hemocytes_Down_gills
XM_027354435.1	1512.42900208953	209.979452617858	1.64755060456906	0.964806605144821	2.848547353518	0.0351933948551788	-2.848547353518	732	300	387	3354	3731	2923	13	182	577	316	261	332	926.442665368129	724.669796454951	837.592296043124	2234.80944284136	2187.79307625711	2163.26673557252	140.529658607321	86.9527078530001	241.733471529589	228.005357003028	305.469715361119	257.185805353092	Up_hemocytes_Down_gills
XM_027354436.1	1514.92124174086	231.13599423098	1.60210214047764	0.961035734678838	2.71242894260169	0.0389642653211623	-2.71242894260169	801	272	386	3393	3782	2844	19	202	565	365	229	409	1013.77127726758	657.033948785822	835.427974864718	2260.79559915347	2217.69858333004	2104.80006704353	205.389501041469	96.507950474209	236.706085639892	263.360618057294	268.017489722974	316.834320450044	Up_hemocytes_Down_gills
XM_027354437.1	1338.62596366203	202.100991904714	1.59873362831865	0.960975941633662	2.72760459430235	0.0390240583663379	-2.72760459430235	714	297	374	2666	3346	2517	13	187	572	326	195	361	903.66128835088	717.423098490401	809.456120723846	1776.38699302775	1962.03581698105	1862.79246439823	140.529658607321	89.3415185083024	239.638727408882	235.220716401858	228.224499982445	279.650830519477	Up_hemocytes_Down_gills
XM_027354444.1	19.8317648073426	622.32322590759	-2.19443296496962	0.981099955538305	-4.97177911820824	0.0189000444616948	4.97177911820824	35	10	8	20	15	15	16	1990	1897	1031	443	714	44.2971219779843	24.1556598818317	17.314569427248	13.3262340062097	8.79573737439202	11.1012661763899	172.959579824395	950.746640810276	794.745919396239	743.903554019372	518.479248678068	553.104412717192	Down_hemocytes_Up_gills
XM_027354445.1	35.5717543435702	1789.37502397406	-2.31987228350563	0.989732402369932	-5.65257984669983	0.0102675976300677	5.65257984669983	70	6	28	34	26	16	57	554	1055	5575	2308	3472	88.5942439559687	14.493395929099	60.6009929953681	22.6545978105565	15.2459447822795	11.8413505881493	616.168503124407	264.680220607484	441.991009469179	4022.56286484772	2701.2417741512	2689.60577164439	Down_hemocytes_Up_gills
XM_027354451.1	5.14484875684533	24740.8711359837	-4.35673154952067	0.997067249760557	-12.2314800118019	0.00293275023944306	12.2314800118019	0	0	11	2	6	0	50	49000	17664	79284	35690	23387	0.632816028256919	1.20778299409158	23.807532962466	1.33262340062097	3.51829494975681	0.370042205879665	540.498686951234	23410.3444219616	7400.31202963372	57206.2554576837	41770.9354070434	18116.8808126288	Down_hemocytes_Up_gills
XM_027354452.1	0.65319148556658	7966.57842209456	-6.51644378098892	0.999999999999999	-13.5741666261873	8.88178419700125e-16	13.5741666261873	0	0	0	0	0	0	28	14883	25376	15048	11345	7254	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	302.679264692691	7110.53379657253	10631.2453614122	10857.6728233594	13277.9843707735	5619.35491575702	Down_hemocytes_Up_gills
XM_027354461.1	7.74509392220713	1067.63015612552	-2.45635216453928	0.990211317184067	-7.10691351177435	0.00978868281593337	7.10691351177435	2	5	0	13	15	18	359	1112	1480	518	397	691	2.53126411302768	12.0778299409158	1.082160589203	8.66205210403629	8.79573737439202	13.3215194116679	3880.78057230986	531.27148973921	620.044259729274	373.755616859393	464.641674323235	535.287323792129	Down_hemocytes_Up_gills
XM_027354471.1	6.41524884097387	467.699192906767	-2.6394685367745	0.994695083308456	-6.18793190184923	0.00530491669154431	6.18793190184923	7	5	5	3	0	6	42	662	1312	829	408	530	8.85942439559687	12.0778299409158	10.82160589203	1.99893510093145	0.293191245813067	4.44050647055597	454.018897039037	316.278530762012	549.660857273519	598.153294163006	477.515876886347	410.567701316683	Down_hemocytes_Up_gills
XM_027354472.1	2.20861949788514	258.878688328555	-2.67596019022345	0.994466991552625	-6.87298750106129	0.00553300844737525	6.87298750106129	0	0	0	8	6	2	17	964	554	347	187	268	0.632816028256919	1.20778299409158	1.082160589203	5.33049360248387	3.51829494975681	1.48016882351866	183.76955356342	460.562694342265	232.097648574337	250.372971139401	218.861443572909	207.607818779002	Down_hemocytes_Up_gills
XM_027354506.1	806.296234880307	19.9260549930889	1.85842233646043	0.961611257860914	5.3385819698201	0.0383887421390858	-5.3385819698201	1119	747	603	147	201	130	0	0	11	25	29	74	1416.24227123898	1804.42779317283	1305.08567057882	97.9478199456412	117.862880816853	96.2109735287128	5.40498686951234	0.23888106553022	4.60843706555542	18.038398497075	33.9410794845688	57.3245469762916	Up_hemocytes_Down_gills
XM_027354538.1	0.65319148556658	1102.80768633568	-4.55035632591749	0.99555725738724	-10.7213876220134	0.00444274261275968	10.7213876220134	0	0	0	0	0	0	22	1317	2274	1786	1435	2361	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	237.819422258543	629.2127266066	952.689626097547	1288.66318863104	1679.49824346056	1828.96291095979	Down_hemocytes_Up_gills
XM_027354539.1	0.65319148556658	967.156851542274	-4.50742761148806	0.998632316139838	-10.5320281813927	0.00136768386016239	10.5320281813927	0	0	0	0	0	0	20	1286	2129	1695	1162	1933	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	216.199474780494	614.402100543726	891.942046597044	1223.00341810168	1359.98394348513	1497.41012574556	Down_hemocytes_Up_gills
XM_027354550.1	1118.48294173125	150.494638847423	1.71875721457019	0.966921531932148	2.89375925455368	0.0330784680678515	-2.89375925455368	728	445	431	1953	2188	1618	5	209	341	221	203	270	921.380137142074	1074.92686474151	932.822427892988	1301.30675070638	1283.00489167798	1197.45657822659	54.0498686951234	99.8522853916321	142.861549032218	159.459442714143	237.587556391981	209.157130859443	Up_hemocytes_Down_gills
XM_027354551.1	1049.60830424694	149.354245155942	1.70911845397837	0.966346913998564	2.81304088972079	0.0336530860014363	-2.81304088972079	695	368	395	1858	2216	1536	8	208	312	307	157	225	879.614279277117	888.928283651406	854.906865470372	1238.00713917688	1299.42360144351	1136.76965646233	86.4797899121975	99.3745232605716	130.712033132117	221.511533544081	183.749982037148	174.297609049535	Up_hemocytes_Down_gills
XM_027354567.1	92528.0679032384	26580.7432044787	2.90094894268511	0.960963020529204	1.79950962267401	0.0390369794707958	-1.79950962267401	79243	59565	55801	95191	107884	85846	793	67132	70896	38441	25675	40471	100292.481054326	143883.188086131	120771.286076233	63426.8770642553	63261.2887265939	63533.2864118914	8572.30917504657	32073.1273823495	29701.7958363288	27736.5630650423	30049.5591643553	31351.10460375	Up_hemocytes_Down_gills
XM_027354585.1	2883.14829202068	68.9064946904615	2.37721247702135	0.96395912093042	5.38686126352846	0.03604087906958	-5.38686126352846	3359	2743	2274	775	919	601	6	5	31	155	70	180	4251.25807782998	6625.89750558643	4921.66635969525	516.391567740625	538.885509804418	444.790731467357	64.8598424341481	2.3888106553022	12.9874135483835	111.838070681865	81.9267435834419	139.438087239628	Up_hemocytes_Down_gills
XM_027354593.1	5.22168848380693	1267.80821866854	-2.99496581592229	0.992440113727186	-7.92360441846203	0.00755988627281357	7.92360441846203	4	2	0	8	13	10	361	3589	2347	471	283	433	5.06252822605535	4.83113197636634	1.082160589203	5.33049360248387	7.62297239113975	7.40084411759329	3902.40051978791	1714.68828837592	983.27289025987	339.843427684892	331.218120487344	335.426065415328	Down_hemocytes_Up_gills
XM_027354610.1	17.0275664806977	2741.54946769783	-3.82682618279924	0.99674940805967	-7.33097543030237	0.00325059194032951	7.33097543030237	15	8	4	24	29	30	59	3732	5473	3561	3331	6800	18.9844808477076	19.3245279054654	8.65728471362402	15.9914808074516	17.0050922571579	22.2025323527799	637.788450602456	1783.00827311756	2292.90691452589	2569.38948192336	3898.54261252064	5267.66107349707	Down_hemocytes_Up_gills
XM_027354612.1	3.58452132918875	2099.8860217406	-3.73471246654653	0.996500860373492	-9.19431483085761	0.00349913962650761	9.19431483085761	4	0	0	8	10	4	532	1735	1490	1624	1852	2654	5.06252822605535	1.20778299409158	1.082160589203	5.33049360248387	5.86382491626135	2.96033764703732	5750.90602916113	828.917297389864	624.233747970688	1171.77436636999	2167.54755880763	2055.9371307443	Down_hemocytes_Up_gills
XM_027354617.1	293.009376902995	2341.19389093848	-1.93292023591275	0.973345087920282	-2.99822567953899	0.0266549120797179	2.99822567953899	362	87	136	412	468	333	63	3206	4725	4136	3160	4095	458.158804458009	210.154240971936	294.347680263217	274.520420527919	274.427006081031	246.448109115857	681.028345558555	1531.70539217977	1979.53319406812	2984.27264735608	3698.4072817668	3172.21648470154	Down_hemocytes_Up_gills
XM_027354627.1	286.645291256197	2525.93410622515	-2.08262709773985	0.975120832555726	-3.13947851910034	0.0248791674442741	3.13947851910034	203	115	137	436	495	416	132	4412	2944	3587	3970	4070	256.923307472309	277.790088641065	296.512001441623	290.511901335371	290.259333354937	307.875115291881	1426.91653355126	2107.88652223866	1233.38533827229	2588.14941636032	4646.41674323235	3152.85008369604	Down_hemocytes_Up_gills
XM_027354628.1	297.034916908324	2442.28878218873	-2.00143038798416	0.972888941442701	-3.03952936108195	0.0271110585572993	3.03952936108195	189	140	120	426	561	449	134	4526	2621	3447	3878	3768	239.204458681115	338.179238345644	259.718541408721	283.848784332266	328.960577802261	332.297900879939	1448.53648102931	2162.35140517955	1098.06486807461	2487.1343847767	4538.74159452268	2918.90395954955	Down_hemocytes_Up_gills
XM_027354645.1	164.964503689012	4742.26302018294	-3.17777921937075	0.994390601664055	-4.84534815082305	0.00560939833594543	4.84534815082305	106	29	129	272	321	185	249	4962	10581	6725	6954	7703	134.156997990467	70.0514136573119	279.197432014375	181.236782484452	188.228779811989	136.915616175476	2691.68346101715	2370.65569432191	4432.89750824017	4852.32919571317	8138.83678398935	5967.17547781587	Down_hemocytes_Up_gills
XM_027354647.1	28.6609121575381	1197.14803647694	-2.54600119729977	0.992213150133523	-5.38437322801351	0.00778684986647726	5.38437322801351	32	5	3	59	75	40	18	1337	3450	2535	1485	1726	40.5002258084428	12.0778299409158	6.49296353521801	39.3123903183186	43.9786868719601	29.6033764703732	194.579527302444	638.767969227809	1445.37344328784	1829.0936076034	1738.01734602016	1337.05632541999	Down_hemocytes_Up_gills
XM_027354683.1	274766.549842099	6253.83094883484	2.66825188963806	0.955170297355455	5.45732234910652	0.0448297026445453	-5.45732234910652	210931	354754	136520	116493	132006	100268	26	151	410	21010	10726	11986	266961.03531252	856931.696571932	295473.127275988	77620.6489042692	77406.0071895995	74206.7837982844	281.059317214642	72.1420817901265	171.769017897975	15159.4700969418	12553.5178810857	9285.02729807881	Up_hemocytes_Down_gills
XM_027354685.1	3412.75237756586	67.8586029413072	2.19923759872114	0.961641768584841	5.65226020051299	0.0383582314151593	-5.65226020051299	3958	3719	2058	1012	1184	893	0	0	11	344	41	130	5009.37167968177	8983.48991005321	4454.17298515956	674.30744071421	694.276870085343	660.895379701081	5.40498686951234	0.23888106553022	4.60843706555542	248.208363319751	47.9856640988731	100.70528522862	Up_hemocytes_Down_gills
XM_027354686.1	2699.54724051401	54.0150154622504	2.1989318941425	0.961603709620941	5.64321313987793	0.0383962903790593	-5.64321313987793	3049	2921	1655	896	977	717	0	0	3	242	51	107	3858.91214031069	7055.86825148304	3581.95155026194	597.015283478194	572.895694318733	530.640523231439	5.40498686951234	0.23888106553022	1.2568464724242	174.611697451686	59.6894846107934	82.8881963035568	Up_hemocytes_Down_gills
XM_027354704.1	1159.15576643624	12222.2004077436	-2.5328525141585	0.992193989406024	-3.39835768953623	0.00780601059397579	3.39835768953623	345	414	1337	1325	1515	1153	83	27011	19538	17371	13249	30085	436.643059497274	1000.04431910783	2893.69741552883	882.863002911391	888.369474813594	853.317326758507	897.227820339049	12904.8329220736	8185.42212607471	12533.8008117076	15506.3917962432	23305.5269700234	Down_hemocytes_Up_gills
XM_027354706.1	0.65319148556658	1777.48325993214	-4.72547409481452	0.995710937676387	-11.4100423670646	0.0042890623236127	11.4100423670646	0	0	0	0	0	0	111	958	1698	2459	3255	3501	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	1199.90708503174	457.696121555902	711.3751033921	1774.25687617229	3809.59357663005	2712.07079681077	Down_hemocytes_Up_gills
XM_027354735.1	407.965868190922	7.51973913441291	2.17951586237464	0.960004571864946	5.76162203169676	0.0399954281350536	-5.76162203169676	456	131	245	462	594	497	0	2	0	6	16	20	577.12821777031	316.439144451995	530.258688709471	307.836005543444	348.311200025924	367.821952644387	5.40498686951234	0.955524262120881	0.209474412070701	4.32921563929799	18.7261128190724	15.4931208044031	Up_hemocytes_Down_gills
XM_027354739.1	0.65319148556658	1195.37335327752	-3.94840977238492	0.996416877273058	-10.837667682568	0.00358312272694183	10.837667682568	0	0	0	0	0	0	37	1535	234	577	2178	3841	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	399.969028343913	733.364871177776	98.034024849088	416.32623731249	2549.09210749623	2975.45385048562	Down_hemocytes_Up_gills
XM_027354740.1	0.65319148556658	1089.20873030899	-3.8765331889577	0.997173877849761	-10.7034868453793	0.0028261221502387	10.7034868453793	0	0	0	0	0	0	25	1581	222	531	2006	3467	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	270.249343475617	755.341929206556	93.0066389593912	383.135584077872	2347.78639469121	2685.73249144329	Down_hemocytes_Up_gills
XM_027354742.1	3.60167136527805	617.730695699906	-2.19507160572497	0.981203403524805	-7.42216766285598	0.0187965964751954	7.42216766285598	0	7	0	0	2	2	95	1334	1616	503	569	434	0.632816028256919	16.9089619172822	1.082160589203	0.333155850155242	1.17276498325227	1.48016882351866	1026.94750520734	637.334682834628	677.021299812505	362.932577761148	665.947387128263	336.200721455548	Down_hemocytes_Up_gills
XM_027354743.1	1073.2218056544	7.73676357973631	3.17193065560032	0.959521937508888	7.1160023686581	0.0404780624911123	-7.1160023686581	647	304	624	1830	2173	1408	0	0	4	17	13	15	818.863940564453	734.332060407684	1350.53641532535	1219.35041156819	1274.20915430359	1042.03885175714	5.40498686951234	0.23888106553022	1.67579529656561	12.266110978011	15.2149666654963	11.6198406033024	Up_hemocytes_Down_gills
XM_027354760.1	301.19371817984	23149.7933238342	-3.9473573902674	0.996378288714357	-6.26416382237777	0.00362171128564315	6.26416382237777	75	89	68	703	846	521	3983	71425	77191	11746	9195	13093	94.9224042385379	214.985372948302	147.173840131608	468.41712531827	496.07958791571	385.58397852661	43056.1254025353	34124.160210992	32339.0786842989	8475.1611498657	10761.6629607107	10142.5715346025	Down_hemocytes_Up_gills
XM_027354770.1	8.41129325995682	2440.46456093371	-2.85505785844717	0.993255031467157	-8.18061245058416	0.00674496853284301	8.18061245058416	13	0	0	14	18	16	858	3077	3561	1191	545	1173	16.4532167346799	1.20778299409158	1.082160589203	9.32836380434678	10.5548848492704	11.8413505881493	9274.95746808318	1470.07407727298	1491.87676276753	859.349304400651	637.858217899655	908.671535178245	Down_hemocytes_Up_gills
XM_027354796.1	4773.34433809773	663.692180819856	2.91232145397066	0.962713532318872	2.8464142302815	0.0372864676811282	-2.8464142302815	4221	1579	2243	7147	8488	6607	61	942	1163	984	724	1069	5342.23291054491	3814.17869534122	4854.57240316467	4762.12972211903	4977.21458892263	4889.73770849389	659.408398080506	450.051927458935	487.23748247645	709.991364844871	847.356605063027	828.107306995348	Up_hemocytes_Down_gills
XM_027354797.1	4958.12115681467	729.600723021427	2.87129219402095	0.959903735979287	2.76461446129842	0.0400962640207125	-2.76461446129842	4384	1662	2248	7922	8931	6492	64	998	1234	1154	848	1119	5548.53093575667	4014.67067236043	4865.3940090567	5278.52128985965	5236.98203271301	4804.62800114156	691.83831929758	476.80660679832	516.98284899049	832.65247462498	992.483979410839	866.840109006356	Up_hemocytes_Down_gills
XM_027354798.1	4725.61244549362	602.085828700447	2.9517360986037	0.963714868314859	2.97246025038895	0.036285131685141	-2.97246025038895	4251	1462	2273	7249	8353	6478	52	884	1120	934	634	959	5380.20187224033	3531.55747472379	4919.50203851685	4830.0935155507	4898.0529525531	4794.26681937693	562.118634429283	422.341723857429	469.22268303837	673.914567850721	742.022220455745	742.895142571131	Up_hemocytes_Down_gills
XM_027354799.1	4761.29224292068	636.531764790808	2.8374163679951	0.964734072651811	2.9030487669345	0.035265927348189	-2.9030487669345	4352	1436	2207	7535	8363	6607	51	944	1089	926	769	1023	5508.03070994822	3468.75275903103	4776.65684074205	5020.6586618395	4903.91677746936	4889.73770849389	551.308660690259	451.007451721056	456.235269489986	668.142280331657	900.023797366668	792.473129145221	Up_hemocytes_Down_gills
XM_027354801.1	5712.9075264272	698.200033912754	3.09611804478928	0.961293129390226	3.03251284544732	0.0387068706097744	-3.03251284544732	4786	1836	2236	9761	10726	8313	69	931	1005	1092	842	1038	6057.31502247523	4434.9791543043	4839.42215491583	6503.86850673063	6289.53860518192	6152.3217149553	745.888187992703	444.79654401727	421.043568262109	787.917246352234	985.461687103686	804.092969748523	Up_hemocytes_Down_gills
XM_027354802.1	4745.54450225138	621.624455373875	2.96370297768364	0.962750289478421	2.93245846396172	0.0372497105215789	-2.93245846396172	4267	1547	2316	7286	8205	6293	57	967	1059	949	670	954	5400.45198514455	3736.88058371936	5012.56784918831	4854.74704846219	4811.26834379243	4657.35120320146	616.168503124407	461.995980735446	443.666804765744	684.737606948966	784.155974298658	739.02186237003	Up_hemocytes_Down_gills
