ID	logFC	logCPM	PValue	FDR	gills_1	gills_2	gills_3	gills_4	gills_5	hemocyte_1	hemocyte_2	hemocyte_3	hemocyte_4	hemocyte_5	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	Expression
XM_027373381.1	-9.77670211898887	4.09177375011657	6.82875295961281e-18	8.32521895472268e-17	1482	2434	1786	179	2557	0	2	4	0	0	17.709656942658	48.2224311810703	30.0244058455021	3.69093163530743	70.1008200707274	0	0.0500675141399931	0.124659972137847	0	0	Up_gills_Down_hemocyte
XR_003476263.1	-11.0075104044981	1.56947505515485	7.02836533665351e-18	8.5629226759888e-17	230	78	546	630	93	0	0	0	0	0	2.74846227855016	1.54533674286092	9.17879372432484	12.9904297778977	2.54961918911914	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027370274.1	-10.1895537935636	3.12536737074713	7.08032705873408e-18	8.61486434616723e-17	173	1726	1629	290	618	2	0	0	0	0	2.06732162690947	34.1955284381789	27.3850823753208	5.97972164379416	16.9426307405982	0.0568468456404894	0	0	0	0	Up_gills_Down_hemocyte
XR_003477397.1	-4.93048354183785	5.1790269283643	7.07629909762915e-18	8.61486434616723e-17	2130	5502	3725	1845	4199	87	110	121	28	43	25.4531506665732	109.005676400267	62.6208912511173	38.0434014924146	115.116677151734	2.47283778536129	2.75371327769962	3.77096415716986	1.16201496352962	1.29041823525575	Up_gills_Down_hemocyte
XM_027366646.1	-10.3161914350795	0.894023259221514	7.31510211053353e-18	8.89466332992457e-17	125	363	202	44	182	0	0	0	0	0	1.49372949921204	7.19175945716045	3.39581745844985	0.907268111472218	4.98957733784606	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027359259.1	-13.2385134420183	6.1796591960142	8.07251191860254e-18	9.80916415372296e-17	2371	4507	5940	760	17916	0	0	0	0	2	28.333061141054	89.292726924028	99.857206451446	15.6709946527019	491.171799916758	0	0	0	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027368067.1	-8.01525613676358	5.28320271593663	8.1883491455075e-18	9.94337992883126e-17	1802	1232	8074	6433	2662	22	15	9	0	6	21.5336044606408	24.408395733393	135.731832472891	132.646721843199	72.9794223810232	0.625315302045383	0.375506356049948	0.280484937310155	0	0.180058358407778	Up_gills_Down_hemocyte
XM_027373310.1	-10.5060828961712	1.07538619256909	8.24563616112527e-18	1.00063666160305e-16	191	69	103	277	344	0	0	0	0	0	2.282418674796	1.3670286571462	1.73153068425908	5.71166515631373	9.43084947373102	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027375835.1	3.3399681078826	4.25019430144734	8.45480272877479e-18	1.02534606960256e-16	230	112	226	183	166	1175	1539	1001	434	1725	2.74846227855016	2.2189450666721	3.79928091885973	3.77341055453218	4.55093317627718	33.3975218137875	38.5269521307247	31.1961580274961	18.0112319347092	51.7667780422363	Down_gills_Up_hemocyte
XM_027352848.1	-6.74482616163383	3.26449359536148	8.57182627296691e-18	1.03885584817388e-16	890	1244	1359	333	1081	6	13	10	1	0	10.6353540343897	24.6461398476793	22.8461184457096	6.86637002546019	29.6358961659978	0.170540536921468	0.325438841909955	0.311649930344617	0.0415005344117723	0	Up_gills_Down_hemocyte
XM_027369864.1	-10.5726502629365	4.44044583897711	8.79466543969744e-18	1.06516374210631e-16	398	521	2504	3749	2989	2	0	0	2	0	4.75603472549114	10.32205696193	42.0946877027645	77.3033670433942	81.9442124330872	0.0568468456404894	0	0	0.0830010688235445	0	Up_gills_Down_hemocyte
XM_027373063.1	5.03504486750423	5.64894099939329	9.0460215185118e-18	1.09488871197191e-16	153	24	198	179	202	3446	3806	2798	1893	4254	1.82832490703554	0.475488228572592	3.32857354838153	3.69093163530743	5.53788253980717	97.9471150385632	95.2784794084069	87.1996505104238	78.5605116414849	127.661376111115	Down_gills_Up_hemocyte
XM_027365089.1	-6.76349256306335	8.60366450227302	9.16614246214812e-18	1.1087010561616e-16	25100	98453	26519	10130	34611	326	411	270	57	170	299.940883441778	1950.55177365239	445.810312775404	208.877862936672	948.869567253791	9.26603583939977	10.2888741557686	8.41454811930465	2.36553046147102	5.10165348822039	Up_gills_Down_hemocyte
XR_003476733.1	-13.5594862423385	4.09451779236413	9.55324073779653e-18	1.15476673054386e-16	501	518	4855	236	2462	0	0	0	0	0	5.98686783284186	10.2626209333584	81.6172958454159	4.86625623426008	67.4963703614121	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027350642.1	-10.0381260485628	6.08862497617277	9.59152483352345e-18	1.15863612606395e-16	701	4354	20008	10904	853	2	2	6	4	6	8.37683503158113	86.2614894668777	336.354038161706	224.837533806661	23.3852168636412	0.0568468456404894	0.0500675141399931	0.18698995820677	0.166002137647089	0.180058358407778	Up_gills_Down_hemocyte
XM_027364511.1	3.09102485445426	5.52756471941224	9.69571052796722e-18	1.17045603563108e-16	831	215	578	543	486	2741	3113	2406	1858	3487	9.93031371076165	4.25958204762947	9.71674500487135	11.1965132847594	13.3238164076549	77.9086019502907	77.9300857588993	74.9829732409148	77.1079929370729	104.643915961321	Down_gills_Up_hemocyte
XM_027366895.1	-7.32545516457811	4.31210419965695	9.7252630658729e-18	1.17290998548947e-16	1368	469	2548	3149	2314	10	6	13	0	12	16.3473756393766	9.2918324666894	42.8343707135159	64.9315291596821	63.4389118668999	0.284234228202447	0.150202542419979	0.405144909448002	0	0.360116716815557	Up_gills_Down_hemocyte
XM_027376678.1	5.26262633231658	10.741697451781	9.72873902420073e-18	1.17290998548947e-16	8943	1745	1374	4349	6584	104850	118378	93814	97234	126132	106.867383291626	34.5719566191322	23.0982831084658	89.6752049271063	180.502072485596	2980.19588270266	2963.44609443205	2923.71265653499	4035.26296299426	3785.18681044832	Down_gills_Up_hemocyte
XM_027351093.1	-5.49047507100944	1.52350080814381	9.74796121256502e-18	1.17446081928295e-16	273	273	363	159	347	2	4	8	0	6	3.2623052262791	5.40867860001323	6.10238483869948	3.2785370391837	9.51309525402518	0.0568468456404894	0.100135028279986	0.249319944275693	0	0.180058358407778	Up_gills_Down_hemocyte
XM_027361837.1	-5.60365724127493	0.600422751741113	9.80071714472124e-18	1.18004723378749e-16	151	238	183	99	95	2	0	0	2	5	1.80442523504815	4.7152582666782	3.07640888562536	2.04135325081249	2.60444970931525	0.0568468456404894	0	0	0.0830010688235445	0.150048632006482	Up_gills_Down_hemocyte
XM_027379807.1	-6.69468925827153	3.45515615980969	9.88149827049414e-18	1.18899852153763e-16	878	505	880	1134	1803	4	9	12	0	10	10.4919560024654	10.0050648095483	14.793660215029	23.3827736002158	49.4297139567937	0.113693691280979	0.225303813629969	0.37397991641354	0	0.300097264012964	Up_gills_Down_hemocyte
XM_027362962.1	2.41075585209523	4.42039886063793	1.00233437026457e-17	1.20528097778558e-16	477	312	456	377	238	1237	1474	1189	721	1364	5.70007176899315	6.18134697144369	7.66580574778778	7.77363813693241	6.52483190333716	35.1597740286427	36.8997579211749	37.0551767179749	29.9218853108878	40.9332668113683	Down_gills_Up_hemocyte
XM_027357258.1	-4.56925088144	1.99338807797955	1.0564846786512e-17	1.26956877128742e-16	412	339	530	496	250	8	12	7	2	24	4.92333242940289	6.71627122858786	8.90981808405158	10.2273859838686	6.85381502451382	0.227387382561958	0.300405084839959	0.218154951241232	0.0830010688235445	0.720233433631114	Up_gills_Down_hemocyte
XM_027378012.1	-4.05661744612447	4.64601098185511	1.11327836207716e-17	1.33694742181827e-16	3090	1360	3811	3092	1602	82	109	129	23	136	36.9249932205217	26.9443329524469	64.066635317586	63.7562045607295	43.9192466770846	2.33072067126006	2.72867952062962	4.02028410144556	0.954512291470762	4.08132279057631	Up_gills_Down_hemocyte
XM_027370891.1	-5.16160594222843	3.62191563303679	1.1284836853501e-17	1.35432707397117e-16	1054	782	1824	2220	532	24	19	21	32	7	12.5951271373559	15.4929914476569	30.6632229911511	45.7758001697346	14.5849183721654	0.682162147685873	0.475641384329934	0.654464853723695	1.32801710117671	0.210068084809075	Up_gills_Down_hemocyte
XM_027371739.1	-10.2570275775149	0.834628552414115	1.16748159492232e-17	1.40021980897502e-16	140	82	269	66	295	0	0	0	0	0	1.67297703911749	1.62458478095636	4.52215295209411	1.36090216720833	8.08750172892631	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027351181.1	-5.64222733326968	1.53503734217629	1.17224143612053e-17	1.40501617943843e-16	281	397	354	135	287	2	6	8	2	0	3.35790391422867	7.86536778097162	5.95108604104577	2.78366352383521	7.86817964814187	0.0568468456404894	0.150202542419979	0.249319944275693	0.0830010688235445	0	Up_gills_Down_hemocyte
XM_027374266.1	-10.4482607117395	1.02141407100384	1.17388959334729e-17	1.40607916920392e-16	178	428	108	58	222	0	0	0	0	0	2.12707080687795	8.47954007621122	1.81558557184447	1.19594432875883	6.08618774176827	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027380487.1	-4.92282736204253	3.72607501721828	1.17650724858597e-17	1.40830128848885e-16	416	2045	1785	1572	715	29	35	34	23	16	4.97113177337768	40.5155594762896	30.007594867985	32.4142152553256	19.6019109701095	0.824279261787096	0.876181497449879	1.0596097631717	0.954512291470762	0.480155622420742	Up_gills_Down_hemocyte
XM_027379991.1	-6.08923744280738	0.450868278121336	1.19782336530939e-17	1.432888442828e-16	77	141	165	173	104	2	4	0	0	0	0.920137371514618	2.79349334286398	2.77381129031795	3.56721325647031	2.85118705019775	0.0568468456404894	0.100135028279986	0	0	0	Up_gills_Down_hemocyte
XM_027369854.1	-4.45359301848945	4.11543110228659	1.20264261513597e-17	1.43772227194572e-16	904	1440	3363	917	1839	42	71	36	46	51	10.8026517383015	28.5292937143555	56.5353173899349	18.9082922322733	50.4166633203237	1.19378375845028	1.77739675196976	1.12193974924062	1.90902458294152	1.53049604646612	Up_gills_Down_hemocyte
XM_027374261.1	-8.04152545175947	1.7965240700086	1.21956386293303e-17	1.45700805616903e-16	245	792	228	206	267	0	4	0	0	0	2.9277098184556	15.6911115428955	3.83290287389389	4.24766434007447	7.31987444618076	0	0.100135028279986	0	0	0	Up_gills_Down_hemocyte
XM_027372686.1	-10.5369887051414	1.11114447853634	1.2306000389635e-17	1.46924258045609e-16	102	279	583	89	93	0	0	0	0	0	1.21888327135703	5.52755065715638	9.80079989245674	1.83515595275062	2.54961918911914	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027367730.1	-7.32243559521717	0.305237191523607	1.23803689073981e-17	1.47716675529485e-16	132	55	136	79	188	0	2	0	0	0	1.57737835116792	1.08966052381219	2.28629294232267	1.62895865468875	5.15406889843439	0	0.0500675141399931	0	0	0	Up_gills_Down_hemocyte
XR_003476557.1	-10.2203163461823	3.17730618633498	1.24292699086059e-17	1.48204399749484e-16	438	2481	1444	171	275	0	0	1	0	1	5.23402816523899	49.1535956286917	24.2750515346613	3.52597379685794	7.5391965269652	0	0	0.0311649930344617	0	0.0300097264012964	Up_gills_Down_hemocyte
XM_027382163.1	-10.9078651638558	1.47061611337837	1.25050229908686e-17	1.49011467510544e-16	77	454	553	100	212	0	0	0	0	0	0.920137371514618	8.99465232383153	9.29647056694439	2.06197298061868	5.81203514078772	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027357174.1	-3.22268886473647	3.97895088558739	1.27379212562746e-17	1.51591111857856e-16	3693	1359	1235	1199	923	115	110	150	61	65	44.1307443247206	26.924520942923	20.7615572335919	24.7230560376179	25.304285070505	3.26869362432814	2.75371327769962	4.67474895516925	2.53153259911811	1.95063221608427	Up_gills_Down_hemocyte
XM_027378729.1	-12.238903613189	2.78198346334735	1.27374788477875e-17	1.51591111857856e-16	581	2044	267	122	500	0	0	0	0	0	6.94285471233757	40.4957474667657	4.48853099705995	2.51560703635479	13.7076300490276	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027357936.1	-10.9389114757134	1.50001029674146	1.27663742990597e-17	1.51831895237368e-16	88	370	537	82	313	0	0	0	0	0	1.05158556744528	7.33044352382746	9.02749492667113	1.69081784410731	8.5809764106913	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027373061.1	5.22713002322597	6.00668082636769	1.30476657926479e-17	1.55077469234368e-16	193	24	199	211	228	4081	4375	3375	2677	6138	2.30631834678339	0.475488228572592	3.34538452589861	4.35076298910541	6.2506793023566	115.995988529419	109.522687181235	105.181851491308	111.096930620314	184.199700651157	Down_gills_Up_hemocyte
XM_027352386.1	3.86047715138742	0.957507635175441	1.35605592813595e-17	1.61069794165087e-16	25	2	20	14	9	126	179	98	75	123	0.298745899842408	0.039624019047716	0.336219550341569	0.288676217286615	0.246737340882498	3.58135127535083	4.48104251552938	3.05416931737725	3.11254008088292	3.69119634735946	Down_gills_Up_hemocyte
XM_027357542.1	-4.68283536865136	4.56805882284368	1.39404445934709e-17	1.65475585887794e-16	1921	1705	2582	3079	2340	111	69	61	10	54	22.9556349438907	33.7794762381779	43.4059439490966	63.4881480732491	64.1517086294494	3.15499993304716	1.72732923782976	1.90106457510216	0.415005344117723	1.62052522567001	Up_gills_Down_hemocyte
XM_027381935.1	-9.58358011409141	0.188155877977178	1.41687314382992e-17	1.68077372938591e-16	136	70	81	53	196	0	0	0	0	0	1.6251776951427	1.38684066667006	1.36168917888336	1.0928456797279	5.37339097921884	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027361429.1	-4.55384903465162	2.04576169810863	1.46851682905728e-17	1.74091821775918e-16	519	381	674	374	225	6	8	22	12	4	6.2019648807284	7.54837562858989	11.3305988465109	7.71177894751385	6.16843352206244	0.170540536921468	0.200270056559972	0.685629846758157	0.498006412941267	0.120038905605186	Up_gills_Down_hemocyte
XM_027378721.1	-10.2254365262433	5.66714553891762	1.49249634203507e-17	1.7682108683379e-16	761	7660	11151	4011	2774	0	0	2	2	9	9.09382519120291	151.759992952752	187.459210292942	82.7057362526151	76.0499315120054	0	0	0.0623299860689234	0.0830010688235445	0.270087537611668	Up_gills_Down_hemocyte
XM_027368691.1	4.53663868573896	3.69845001040252	1.54730641755088e-17	1.83197112385672e-16	103	48	70	14	62	1102	1209	992	526	329	1.23083310735072	0.950976457145184	1.17676842619549	0.288676217286615	1.69974612607943	31.3226119479096	30.2658122976258	30.915673090186	21.8292811005922	9.87319998602652	Down_gills_Up_hemocyte
XM_027369317.1	4.96306486560187	1.47438118594939	1.65958198630847e-17	1.96364377239702e-16	22	4	2	12	8	230	190	163	191	81	0.262896391861319	0.079248038095432	0.0336219550341569	0.247436757674241	0.219322080784442	6.53738724865628	4.75641384329934	5.07989386461725	7.9266020726485	2.43078783850501	Down_gills_Up_hemocyte
XM_027353008.1	-3.88921016046059	5.19517296383091	1.66461693378444e-17	1.96834025396918e-16	2585	7171	4277	2329	1814	170	184	113	110	186	30.890326043705	142.071920295586	71.9005508405446	48.023350718609	49.7312818178723	4.8319818794416	4.60621130087937	3.52164421289417	4.56505878529495	5.58180911064113	Up_gills_Down_hemocyte
XM_027368487.1	-12.9760743592798	3.51371573740419	1.69084579949506e-17	1.99807561846921e-16	1516	2381	500	61	1410	0	0	0	0	0	18.1159513664436	47.1723946763059	8.40548875853923	1.25780351817739	38.655516738258	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027370515.1	-14.9044243015339	5.43715865792844	1.69269631595608e-17	1.99898343706578e-16	27045	583	3381	1353	471	0	0	0	0	0	323.183314449517	11.5504015524092	56.8379149852423	27.8984944277707	12.912587506184	0	0	0	0	0	Up_gills_Down_hemocyte
XR_003476166.1	3.1620586046176	8.49211433590467	1.72590556158015e-17	2.03689940718117e-16	9456	3549	3315	2769	2394	21789	25190	19773	21977	15343	112.997649156393	70.312821800172	55.7283904691151	57.0960318333312	65.6321326747443	619.317959830312	630.600340593213	616.225407270411	912.057244767519	460.439232175091	Down_gills_Up_hemocyte
XM_027368240.1	-11.4322783340069	1.98942390547254	1.73296989366327e-17	2.04393064725163e-16	1846	193	356	71	204	0	0	0	0	0	22.0593972443634	3.82371783810459	5.98470799607993	1.46400081623926	5.59271306000328	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027372999.1	-4.43077862985508	6.13024463382006	1.74528912171831e-17	2.05714678226784e-16	15171	5452	8536	6930	3393	96	156	122	343	213	181.290961860367	108.015075924074	143.498504085782	142.894727556874	93.0199775127016	2.72864859074349	3.90526610291946	3.80212915020433	14.2346833032379	6.39207172347613	Up_gills_Down_hemocyte
XM_027364372.1	-2.69705785647418	6.66083959473576	1.76904850758518e-17	2.08382180708535e-16	21011	7881	9714	6084	6570	948	974	839	820	787	251.078004063554	156.138447057525	163.3018356009	125.45043614084	180.118258844223	26.945404833592	24.3828793861766	26.1474291559134	34.0304382176533	23.6176546778203	Up_gills_Down_hemocyte
XM_027363571.1	-6.49028803092011	0.906270761720038	1.78853539362482e-17	2.10543331550353e-16	72	245	270	155	164	0	2	2	2	0	0.860388191546136	4.85394233334521	4.53896392961118	3.19605811995895	4.49610265608107	0	0.0500675141399931	0.0623299860689234	0.0830010688235445	0	Up_gills_Down_hemocyte
XM_027351705.1	-9.97271442015908	0.559925706133573	1.7992418324746e-17	2.11668768444623e-16	88	210	110	57	217	0	0	0	0	0	1.05158556744528	4.16052200001018	1.84920752687863	1.17532459895265	5.949111441278	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027357577.1	-5.78493571373128	1.29295228419122	1.85888180259264e-17	2.18545810909523e-16	281	260	355	148	217	9	3	2	0	0	3.35790391422867	5.15112247620308	5.96789701856285	3.05172001131564	5.949111441278	0.255810805382202	0.0751012712099896	0.0623299860689234	0	0	Up_gills_Down_hemocyte
XM_027374998.1	4.44847127871362	3.39913937800561	1.87901174569352e-17	2.20771927118062e-16	36	59	46	48	46	851	987	703	129	813	0.430194095773068	1.16890856190762	0.773304965785609	0.989747030696965	1.26110196451054	24.1883328200282	24.7083182280866	21.9089901032266	5.35356893911862	24.397907564254	Down_gills_Up_hemocyte
XM_027381422.1	-6.62005004419062	3.59189127526523	2.08690264562252e-17	2.45041906323254e-16	520	1544	1550	1802	684	4	12	8	0	17	6.21391471672209	30.5897427048367	26.0570151514716	37.1567531107486	18.7520379070698	0.113693691280979	0.300405084839959	0.249319944275693	0	0.510165348822039	Up_gills_Down_hemocyte
XR_003475935.1	3.50354963184486	3.54653734251427	2.10972790316432e-17	2.47564640225191e-16	114	101	92	75	110	760	1092	825	550	321	1.36228130328138	2.00101296190966	1.54660993157122	1.54647973546401	3.01567861078608	21.601801343386	27.3368627204362	25.7111192534309	22.8252939264747	9.63312217481614	Down_gills_Up_hemocyte
XM_027361444.1	-6.57040480237626	4.98392869855775	2.21267492573424e-17	2.59480037322612e-16	3595	1249	4263	7353	785	40	28	26	12	4	42.9596603973383	24.7451998952986	71.6651971553055	151.616873264891	21.5209791769734	1.13693691280979	0.700945197959903	0.810289818896004	0.498006412941267	0.120038905605186	Up_gills_Down_hemocyte
XM_027379443.1	-9.09794155013682	2.01202320174398	2.28323197536753e-17	2.6758435650405e-16	181	500	177	249	714	0	2	0	0	0	2.16292031485904	9.906004761929	2.97554302052289	5.13431272174051	19.5744957100115	0	0.0500675141399931	0	0	0	Up_gills_Down_hemocyte
XM_027371746.1	-12.7841789365663	6.54901724680178	2.31694637131246e-17	2.71363344820173e-16	1486	5491	3143	25356	8516	4	0	0	0	0	17.7574562866328	108.787744295504	52.8369023361776	522.833868965672	233.468354995039	0.113693691280979	0	0	0	0	Up_gills_Down_hemocyte
XM_027369469.1	4.8006470028209	4.61051087227778	2.31963896908356e-17	2.71506538396536e-16	158	31	47	56	147	1273	1570	1320	1485	1911	1.88807408700402	0.614172295239598	0.790115943302688	1.15470486914646	4.03004323441413	36.1830172501715	39.3029985998946	41.1377908054894	61.6282936014818	57.3485871528774	Down_gills_Up_hemocyte
XM_027379769.1	-11.9105666025639	2.45680089625347	2.35888987006051e-17	2.75925876504228e-16	138	308	440	1576	242	0	0	0	0	0	1.64907736713009	6.10209893334826	7.39683010751452	32.4966941745503	6.63449294372938	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027376107.1	-2.72996068384843	6.58443719242557	2.36118086680516e-17	2.76019054492983e-16	12172	7261	9375	8811	7472	964	1139	839	701	482	145.453403715272	143.855001152733	157.602914222611	181.680439322312	204.846823452669	27.4001795987159	28.5134493027261	26.1474291559134	29.0918746226524	14.4646881254249	Up_gills_Down_hemocyte
XM_027369190.1	-8.29733772408988	1.2339572246395	2.36627133990349e-17	2.76439162859061e-16	204	72	181	254	393	0	2	0	0	0	2.43776654271405	1.42646468571778	3.0427869305912	5.23741137077144	10.7741972185357	0	0.0500675141399931	0	0	0	Up_gills_Down_hemocyte
XM_027365797.1	-6.29682428380566	3.39428452828231	2.43300971944727e-17	2.84056191644697e-16	559	569	1150	1589	1212	21	14	6	2	2	6.67995832047625	11.2730334190752	19.3326241446402	32.7647506620308	33.227295238843	0.596891879225138	0.350472598979952	0.18698995820677	0.0830010688235445	0.0600194528025928	Up_gills_Down_hemocyte
XM_027375662.1	-11.0866001346737	1.64166078882007	2.46973392250605e-17	2.88161626965803e-16	105	288	190	190	606	0	0	0	0	0	1.25473277933812	5.7058587428711	3.19408572824491	3.91774866317549	16.6136476194215	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027364842.1	4.37362214353518	5.77592763965074	2.5221711860961e-17	2.94094077065625e-16	171	128	273	281	375	3030	3413	2517	4059	3467	2.04342195492207	2.53593721905382	4.58939686216242	5.79414407553848	10.2807225367707	86.1229711453414	85.4402128798982	78.4422874677401	168.450669177384	104.043721433295	Down_gills_Up_hemocyte
XM_027363252.1	-7.46367937264334	5.93085472189487	2.58649013648694e-17	3.01228012261582e-16	1753	2865	11998	12658	2391	35	28	10	30	6	20.9480624969497	56.7614072858531	201.698108249907	261.004539886712	65.5498868944502	0.994819798708564	0.700945197959903	0.311649930344617	1.24501603235317	0.180058358407778	Up_gills_Down_hemocyte
XM_027370565.1	-6.04719137675533	1.9574449615515	2.58661411720016e-17	3.01228012261582e-16	249	568	744	258	203	2	4	0	4	8	2.97550916243039	11.2532214095513	12.5073672727064	5.31989028999619	5.56529779990522	0.0568468456404894	0.100135028279986	0	0.166002137647089	0.240077811210371	Up_gills_Down_hemocyte
XM_027367425.1	-4.45711778484787	6.38443711333149	2.60018585927854e-17	3.02617724139097e-16	10840	9829	9775	4046	8258	209	276	186	366	85	129.536222171668	194.73224161	164.327305229442	83.4274267958317	226.395217889741	5.94049536943114	6.90931695131905	5.79668870440987	15.1891955947087	2.55082674411019	Up_gills_Down_hemocyte
XM_027363213.1	-5.377224768264	2.61843043634642	2.60438671945727e-17	3.02915760128312e-16	521	749	971	526	406	16	17	10	5	0	6.22586455271579	14.8391951333696	16.3234591690832	10.8459778780542	11.1305955998104	0.454774765123915	0.425573870189941	0.311649930344617	0.207502672058861	0	Up_gills_Down_hemocyte
XM_027373628.1	2.64787356303239	6.1822281061804	2.61566180621485e-17	3.04035705228371e-16	1003	840	1396	1150	879	4503	4772	3784	3238	4206	11.9856855016774	16.6420880000407	23.4681246138415	23.7126892771148	24.0980136261906	127.990672959562	119.461088738024	117.928333642403	134.378730425319	126.220909243853	Down_gills_Up_hemocyte
XM_027363554.1	2.44115206702188	6.87108075233741	2.72198118174414e-17	3.1619492092336e-16	2705	1781	2106	1512	1744	6672	7432	5918	5026	7317	32.3243063629486	35.2851889619911	35.4039186509672	31.1770314669544	47.8122136110084	189.641077056673	186.050882544214	184.434428777944	208.581685953567	219.581168078286	Down_gills_Up_hemocyte
XM_027355618.1	-5.97279971411314	1.49490681839438	2.7586633784548e-17	3.20254636078316e-16	147	324	558	96	278	2	6	2	2	2	1.75662589107336	6.41909108572999	9.38052545452978	1.97949406139393	7.62144230725937	0.0568468456404894	0.150202542419979	0.0623299860689234	0.0830010688235445	0.0600194528025928	Up_gills_Down_hemocyte
XR_003475914.1	-10.7663316902335	6.19058449136461	2.7794453953686e-17	3.22464550580767e-16	4409	1551	7893	22699	1648	2	6	6	0	0	52.6868268962071	30.7284267715037	132.6890455423	468.047246870633	45.1803486415951	0.0568468456404894	0.150202542419979	0.18698995820677	0	0	Up_gills_Down_hemocyte
XM_027357477.1	-7.2057178561298	4.63733382935984	2.79123476029773e-17	3.23629039690515e-16	1790	1298	3880	3103	2564	2	16	2	4	32	21.3902064287164	25.7159883619677	65.2265927662644	63.9830215885975	70.2927268914137	0.0568468456404894	0.400540113119945	0.0623299860689234	0.166002137647089	0.960311244841485	Up_gills_Down_hemocyte
XM_027383659.1	2.8714936801341	7.95611074394913	2.84692275111026e-17	3.29878690169426e-16	4463	2469	3054	2562	3360	15810	17964	13492	8242	17423	53.3321180398667	48.9158515144054	51.3407253371576	52.8277477634505	92.1152739294658	449.374314788069	449.706412005418	420.478086020957	342.047404621827	522.859463089787	Down_gills_Up_hemocyte
XM_027363327.1	-6.84719699561237	2.1138127111858	2.87521846148512e-17	3.32948495195174e-16	278	640	696	198	384	0	8	2	2	0	3.32205440624758	12.6796860952691	11.7004403518866	4.08270650162498	10.5274598776532	0	0.200270056559972	0.0623299860689234	0.0830010688235445	0	Up_gills_Down_hemocyte
XR_003475454.1	-6.41709122928639	0.285306456082383	2.90961643830448e-17	3.36720649219823e-16	202	101	244	39	76	0	2	2	0	0	2.41386687072666	2.00101296190966	4.10187851416714	0.804169462441284	2.0835597674522	0	0.0500675141399931	0.0623299860689234	0	0	Up_gills_Down_hemocyte
XM_027356733.1	-4.20706778999139	4.51113034916221	3.06300607844939e-17	3.54249982898937e-16	3631	4124	2614	773	1121	93	99	108	32	61	43.3898544931114	81.7047272763904	43.9438952296431	15.9390511401824	30.73250656992	2.64337832228276	2.47834194992966	3.36581924772186	1.32801710117671	1.83059331047908	Up_gills_Down_hemocyte
XM_027357576.1	5.68274033227498	2.71229769384756	3.08578494332815e-17	3.56661125802697e-16	39	4	24	2	8	359	366	336	601	313	0.466043603754157	0.079248038095432	0.403463460409883	0.0412394596123735	0.219322080784442	10.2040087924678	9.16235508761874	10.4714376595791	24.9418211814751	9.39304436360577	Down_gills_Up_hemocyte
XM_027351186.1	-6.82937143779529	1.60655041336212	3.12127837575719e-17	3.60537908694405e-16	300	414	355	142	325	0	0	6	0	2	3.5849507981089	8.20217194287721	5.96789701856285	2.92800163247852	8.90995953186797	0	0	0.18698995820677	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027372316.1	4.16457640369058	6.74512982675947	3.14889303871176e-17	3.63500340156289e-16	1571	374	474	413	509	4452	5252	3924	8943	8813	18.7731923460969	7.40969156192289	7.96840334309519	8.51594840995513	13.9543673899101	126.541078395729	131.477292131622	122.291432667228	371.139279244479	264.475718774625	Down_gills_Up_hemocyte
XM_027355186.1	-6.15827290437751	0.0901496702855698	3.17280675449671e-17	3.6603210965368e-16	123	59	76	137	116	2	0	0	2	0	1.46982982722465	1.16890856190762	1.27763429129796	2.82490298344759	3.18017017137441	0.0568468456404894	0	0	0.0830010688235445	0	Up_gills_Down_hemocyte
XM_027382652.1	-11.1395405406048	1.69355407134825	3.17962200082964e-17	3.66589377998274e-16	257	160	117	227	691	0	0	0	0	0	3.07110785037996	3.16992152381728	1.96688436949818	4.6806786660044	18.9439447277562	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027373634.1	3.59165756652199	6.52710755060157	3.23146417081475e-17	3.72334018932929e-16	732	315	722	1018	822	5534	6359	4885	4242	6884	8.74727994738572	6.24078300001527	12.1375257673306	20.9908849426981	22.5353438006014	157.295221887234	159.189661208108	152.240990973345	176.045266974738	206.586956546524	Down_gills_Up_hemocyte
