Contig	lncRNA_ID	lncRNA_strand	mRNA_ID	mRNA_strand	DE_status	mRNA_Position	distance_Kb	product
NW_020872660.1	XR_003477979.1	-	XM_027383826.1	+	not DE	3_U	196.079	AP-3 complex subunit delta-1-like
NW_020872660.1	XR_003477979.1	-	XM_027383802.1	-	not DE	4_U	209.390	60S ribosomal protein L31-like
NW_020872660.1	XR_003477979.1	-	XM_027383827.1	+	not DE	5_U	249.823	uncharacterized LOC113830604
NW_020872660.1	XR_003477979.1	-	XM_027383819.1	-	not DE	1_D	-17.626	bromodomain-containing protein DDB_G0280777-like%2C transcript variant X1
NW_020872660.1	XR_003477979.1	-	XM_027383795.1	+	not DE	2_D	6.842	signal recognition particle subunit SRP68-like
NW_020872660.1	XR_003477979.1	-	XM_027383800.1	+	not DE	3_D	30.863	3-phosphoinositide-dependent protein kinase 1-like%2C transcript variant X1
NW_020872660.1	XR_003477979.1	-	XM_027383798.1	-	not DE	4_D	108.069	uncharacterized LOC113830592
NW_020872660.1	XR_003477979.1	-	XM_027383799.1	+	not DE	5_D	282.911	trichohyalin-like
NW_020870916.1	XR_003477346.1	-	XM_027375349.1	-	DE	1_U	51.178	uncharacterized LOC113822819%2C transcript variant X1
NW_020870916.1	XR_003477346.1	-	XM_027375347.1	-	DE	2_U	54.788	deleted in autism protein 1 homolog%2C transcript variant X2
NW_020870916.1	XR_003477346.1	-	XM_027375345.1	+	not DE	3_U	68.241	sarcalumenin-like
NW_020870916.1	XR_003477346.1	-	XM_027375366.1	-	not DE	4_U	415.350	glycine-rich protein 5-like
NW_020870916.1	XR_003477346.1	-	XM_027375355.1	+	not DE	5_U	418.843	CASP-like protein 4A1
NW_020870916.1	XR_003477346.1	-	XM_027375356.1	+	not DE	1_D	18.361	proline-rich protein HaeIII subfamily 1-like
NW_020870916.1	XR_003477346.1	-	XM_027375357.1	+	not DE	2_D	311.284	glycine receptor subunit alpha-2-like
NW_020870916.1	XR_003477346.1	-	XM_027375358.1	-	not DE	3_D	355.172	uncharacterized LOC113822827
NW_020870916.1	XR_003477346.1	-	XM_027375367.1	-	not DE	4_D	361.758	glycine-rich cell wall structural protein-like%2C transcript variant X1
NW_020870916.1	XR_003477346.1	-	XM_027375359.1	-	not DE	5_D	398.922	uncharacterized LOC113822828
NW_020870789.1	XR_003477213.1	-	XM_027374215.1	+	not DE	1_U	7.679	SH3 domain-binding protein 5-like%2C transcript variant X1
NW_020870789.1	XR_003477213.1	-	XM_027374231.1	+	not DE	2_U	157.849	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2-like
NW_020870789.1	XR_003477213.1	-	XM_027374223.1	+	not DE	1_D	8.253	core histone macro-H2A.1-like
NW_020870789.1	XR_003477213.1	-	XM_027374224.1	+	not DE	2_D	37.147	F-box/WD repeat-containing protein 7-like%2C transcript variant X1
NW_020870789.1	XR_003477213.1	-	XM_027374220.1	-	not DE	3_D	71.807	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like
NW_020870789.1	XR_003477213.1	-	XM_027374229.1	-	not DE	4_D	96.466	protein lap4-like
NW_020870789.1	XR_003477213.1	-	XM_027374234.1	-	not DE	5_D	113.035	ATP-dependent RNA helicase DDX42-like%2C transcript variant X1
NW_020870908.1	XR_003477337.1	-	XM_027375276.1	+	not DE	1_D	1.406	facilitated trehalose transporter Tret1-2 homolog
NW_020870908.1	XR_003477337.1	-	XM_027375265.1	-	not DE	2_D	17.875	UPF0687 protein C20orf27 homolog%2C transcript variant X1
NW_020870908.1	XR_003477337.1	-	XM_027375270.1	-	not DE	3_D	33.766	mucin-5AC-like%2C transcript variant X1
NW_020870908.1	XR_003477337.1	-	XM_027375268.1	-	not DE	4_D	80.963	midnolin-like
NW_020870908.1	XR_003477337.1	-	XM_027375269.1	+	DE	5_D	186.791	neurofilament heavy polypeptide-like
NW_020868581.1	XR_003477511.1	+	XM_027377606.1	+	not DE	1_U	8.349	proteasome assembly chaperone 4-like
NW_020868581.1	XR_003477511.1	+	XM_027377557.1	+	not DE	2_U	44.172	uncharacterized LOC113824766
NW_020868581.1	XR_003477511.1	+	XM_027377103.1	-	not DE	3_U	47.932	ATP-dependent DNA helicase PIF1-like
NW_020868581.1	XR_003477511.1	+	XM_027377092.1	+	not DE	4_U	63.742	M-phase phosphoprotein 6-like
NW_020868581.1	XR_003477511.1	+	XM_027377596.1	+	not DE	5_U	75.694	arylsulfatase B-like
NW_020868581.1	XR_003477511.1	+	XM_027377125.1	-	not DE	1_D	4.987	centromere/kinetochore protein zw10 homolog
NW_020868581.1	XR_003477511.1	+	XM_027377614.1	-	not DE	2_D	10.090	centromere/kinetochore protein zw10 homolog
NW_020868581.1	XR_003477511.1	+	XM_027377136.1	-	DE	3_D	76.926	bromodomain-containing protein DDB_G0280777-like
NW_020868581.1	XR_003477511.1	+	XM_027377146.1	-	not DE	4_D	90.727	multifunctional methyltransferase subunit TRM112-like protein
NW_020868581.1	XR_003477511.1	+	XM_027377157.1	-	not DE	5_D	114.627	ATP-dependent RNA helicase DDX51-like
NW_020871018.1	XR_003477437.1	-	XM_027376493.1	+	not DE	1_U	12.657	fibrous sheath CABYR-binding protein-like
NW_020871018.1	XR_003477437.1	-	XM_027376474.1	-	not DE	2_U	25.707	nuclear pore complex protein Nup160-like%2C transcript variant X1
NW_020871018.1	XR_003477437.1	-	XM_027376488.1	-	not DE	3_U	38.901	WSC domain-containing protein 1-like
NW_020871018.1	XR_003477437.1	-	XM_027376492.1	+	not DE	4_U	91.964	zinc finger protein 99-like
NW_020871018.1	XR_003477437.1	-	XM_027376491.1	-	not DE	5_U	102.051	uncharacterized LOC113823804
NW_020871018.1	XR_003477437.1	-	XM_027376489.1	-	not DE	1_D	229.352	glutamate receptor ionotropic%2C kainate 2-like
NW_020871018.1	XR_003477437.1	-	XM_027376494.1	+	not DE	2_D	377.224	protein TRC8 homolog
NW_020871018.1	XR_003477437.1	-	XM_027376487.1	-	not DE	3_D	386.439	TBC1 domain family member 31-like
NW_020871018.1	XR_003477437.1	-	XM_027376479.1	+	not DE	4_D	399.033	zinc finger and BTB domain-containing protein 17-like%2C transcript variant X1
NW_020871018.1	XR_003477437.1	-	XM_027376498.1	-	not DE	5_D	507.364	uncharacterized LOC113823812
NW_020872341.1	XR_003477801.1	+	XM_027381231.1	-	not DE	1_U	25.966	uncharacterized LOC113828296
NW_020872341.1	XR_003477801.1	+	XM_027381230.1	+	not DE	2_U	47.471	uncharacterized LOC113828294
NW_020872341.1	XR_003477801.1	+	XM_027381229.1	+	not DE	3_U	116.833	glycine-rich cell wall structural protein-like
NW_020872341.1	XR_003477801.1	+	XM_027381228.1	+	not DE	4_U	169.441	cell wall protein DAN4-like
NW_020872341.1	XR_003477801.1	+	XM_027381227.1	-	not DE	5_U	249.865	uncharacterized LOC113828291
NW_020872341.1	XR_003477801.1	+	XM_027381226.1	+	DE	1_D	0.032	follistatin-like
NW_020870730.1	XR_003477176.1	+	XM_027373706.1	+	not DE	1_U	0.558	60S ribosomal protein L14-like
NW_020870730.1	XR_003477176.1	+	XM_027373708.1	-	not DE	2_U	5.588	40S ribosomal protein S24-like%2C transcript variant X2
NW_020870730.1	XR_003477176.1	+	XM_027373716.1	-	not DE	3_U	26.661	proton myo-inositol cotransporter-like%2C transcript variant X5
NW_020870730.1	XR_003477176.1	+	XM_027373723.1	-	not DE	4_U	31.530	nucleoporin SEH1-like
NW_020870730.1	XR_003477176.1	+	XM_027373710.1	+	not DE	5_U	59.403	histone chaperone asf1-like
NW_020870730.1	XR_003477176.1	+	XM_027373689.1	-	not DE	1_D	27.675	vesicle-fusing ATPase 1-like
NW_020868751.1	XR_003475503.1	+	XM_027354168.1	-	not DE	1_U	6.170	uncharacterized LOC113803390
NW_020868751.1	XR_003475503.1	+	XM_027354163.1	+	not DE	2_U	40.168	nuclear pore complex protein DDB_G0274915-like
NW_020868751.1	XR_003475503.1	+	XM_027354166.1	-	not DE	3_U	48.164	uncharacterized LOC113803389
NW_020868751.1	XR_003475503.1	+	XM_027354165.1	-	not DE	4_U	52.265	vegetative cell wall protein gp1-like
NW_020868751.1	XR_003475503.1	+	XM_027354172.1	-	not DE	5_U	53.979	uncharacterized LOC113803394
NW_020868751.1	XR_003475503.1	+	XM_027354169.1	+	not DE	1_D	29.531	prominin-1-A-like
NW_020868751.1	XR_003475503.1	+	XM_027354173.1	-	not DE	2_D	70.681	ras-like protein family member 10B
NW_020868751.1	XR_003475503.1	+	XM_027354170.1	+	not DE	3_D	211.250	mucin-5AC-like
NW_020868751.1	XR_003475503.1	+	XM_027354164.1	-	not DE	4_D	222.579	regulator of chromosome condensation-like
NW_020870418.1	XR_003476908.1	+	XM_027370782.1	-	not DE	1_U	12.358	histone-lysine N-methyltransferase%2C H3 lysine-79 specific-like
NW_020870418.1	XR_003476908.1	+	XM_027370793.1	-	not DE	2_U	13.516	pollen-specific leucine-rich repeat extensin-like protein 1
NW_020870418.1	XR_003476908.1	+	XM_027370792.1	-	not DE	3_U	57.422	uncharacterized LOC113818589
NW_020870418.1	XR_003476908.1	+	XM_027370789.1	-	DE	4_U	15.530	obscurin-like
NW_020870418.1	XR_003476908.1	+	XM_027370790.1	-	not DE	5_U	91.159	obscurin-like
NW_020870418.1	XR_003476908.1	+	XM_027370783.1	-	not DE	1_D	2.656	obscurin-like
NW_020870418.1	XR_003476908.1	+	XM_027370784.1	-	not DE	2_D	51.905	uncharacterized LOC113818580
NW_020870418.1	XR_003476908.1	+	XM_027370794.1	+	not DE	3_D	121.042	chondroadherin-like protein
NW_020870418.1	XR_003476908.1	+	XM_027370785.1	-	not DE	4_D	195.558	uncharacterized LOC113818581
NW_020870418.1	XR_003476908.1	+	XM_027370795.1	-	DE	5_D	202.947	uncharacterized LOC113818594
NW_020870719.1	XR_003477170.1	-	XM_027373627.1	+	not DE	1_U	14.878	putative uncharacterized protein ENSP00000383309
NW_020868938.1	XR_003475651.1	-	XM_027355912.1	-	not DE	1_U	19.885	uncharacterized LOC113804999
NW_020868938.1	XR_003475651.1	-	XM_027355913.1	+	not DE	2_U	31.871	pre-mRNA-splicing factor ISY1 homolog
NW_020868938.1	XR_003475651.1	-	XM_027355920.1	-	not DE	3_U	38.074	FHA domain-containing protein DDL-like
NW_020868938.1	XR_003475651.1	-	XM_027355911.1	+	not DE	4_U	51.062	uncharacterized LOC113804998
NW_020868938.1	XR_003475651.1	-	XM_027355910.1	+	not DE	5_U	106.855	transmembrane protein 216-like
NW_020868938.1	XR_003475651.1	-	XM_027355922.1	-	not DE	1_D	5.340	smad nuclear-interacting protein 1-like
NW_020868938.1	XR_003475651.1	-	XM_027355923.1	-	not DE	2_D	20.692	FYVE and coiled-coil domain-containing protein 1-like
NW_020868938.1	XR_003475651.1	-	XM_027355914.1	+	not DE	3_D	163.511	uncharacterized LOC113805003%2C transcript variant X1
NW_020871010.1	XR_003477417.1	+	XM_027376383.1	+	not DE	1_U	1.230	uncharacterized LOC113823695%2C transcript variant X19
NW_020871010.1	XR_003477417.1	+	XM_027376362.1	+	not DE	2_U	17.508	serine/threonine-protein kinase RIO2-like
NW_020871010.1	XR_003477417.1	+	XM_027376361.1	-	not DE	3_U	21.904	probable cytosolic oligopeptidase A
NW_020871010.1	XR_003477417.1	+	XM_027376360.1	-	not DE	4_U	35.629	centrosomal protein of 152 kDa-like
NW_020871010.1	XR_003477417.1	+	XM_027376354.1	+	not DE	5_U	45.956	peroxiredoxin-6-like
NW_020871010.1	XR_003477417.1	+	XM_027376349.1	+	DE	1_D	2.109	uncharacterized LOC113823669%2C transcript variant X3
NW_020871010.1	XR_003477417.1	+	XM_027376373.1	+	not DE	2_D	8.757	uncharacterized LOC113823693
NW_020871010.1	XR_003477417.1	+	XM_027376384.1	+	not DE	3_D	48.422	zinc finger protein 570-like
NW_020871010.1	XR_003477417.1	+	XM_027376385.1	-	not DE	4_D	63.487	ral guanine nucleotide dissociation stimulator-like
NW_020871010.1	XR_003477417.1	+	XM_027376363.1	-	not DE	5_D	217.517	transmembrane protein 268-like
NW_020872467.1	XR_003477866.1	+	XM_027382125.1	+	not DE	1_U	9.206	ubiquitin-60S ribosomal protein L40
NW_020872467.1	XR_003477866.1	+	XM_027382124.1	-	not DE	2_U	27.847	GTP-binding protein 1-like
NW_020872467.1	XR_003477866.1	+	XM_027382126.1	-	not DE	3_U	105.064	extensin-like
NW_020872467.1	XR_003477866.1	+	XM_027382123.1	+	not DE	4_U	277.691	glutamate receptor ionotropic%2C kainate 3-like
NW_020868292.1	XR_003476037.1	+	XM_027360375.1	+	DE	1_U	0.801	RNA-binding protein 12-like%2C transcript variant X2
NW_020868292.1	XR_003476037.1	+	XM_027361347.1	-	DE	2_U	-1.415	titin-like
NW_020868292.1	XR_003476037.1	+	XM_027360201.1	+	not DE	3_U	80.332	uncharacterized LOC113808636%2C transcript variant X2
NW_020868292.1	XR_003476037.1	+	XM_027360022.1	+	DE	4_U	94.465	AP-4 complex accessory subunit Tepsin-like%2C transcript variant X2
NW_020868292.1	XR_003476037.1	+	XM_027359843.1	-	not DE	5_U	111.333	polyadenylate-binding protein-interacting protein 1-like
NW_020872600.1	XR_003477939.1	-	XM_027383223.1	-	not DE	1_U	0.074	lateral signaling target protein 2 homolog
NW_020872600.1	XR_003477939.1	-	XM_027383222.1	+	not DE	1_D	225.255	uncharacterized LOC113830035
NW_020872600.1	XR_003477939.1	-	XM_027383221.1	-	not DE	2_D	234.440	uncharacterized LOC113830034
NW_020872600.1	XR_003477939.1	-	XM_027383220.1	-	not DE	3_D	241.441	extracellular sulfatase Sulf-1-like
NW_020872600.1	XR_003477939.1	-	XM_027383224.1	-	not DE	4_D	316.008	uncharacterized LOC113830038
NW_020870956.1	XR_003477367.1	-	XM_027375707.1	-	not DE	1_D	63.415	nuclear pore complex protein Nup153-like
NW_020870956.1	XR_003477367.1	-	XM_027375706.1	-	not DE	2_D	99.199	nuclear pore complex protein Nup153-like
NW_020870956.1	XR_003477367.1	-	XM_027375714.1	-	not DE	3_D	132.755	prisilkin-39-like
NW_020870956.1	XR_003477367.1	-	XM_027375710.1	-	not DE	4_D	137.302	prisilkin-39-like
NW_020870956.1	XR_003477367.1	-	XM_027375711.1	-	not DE	5_D	147.024	elastin-like
NW_020868444.1	XR_003476256.1	-	XM_027363538.1	-	not DE	1_U	2.566	collagen alpha-1(XV) chain-like
NW_020868444.1	XR_003476256.1	-	XM_027363525.1	-	DE	2_U	26.430	differentially expressed in FDCP 6-like
NW_020868444.1	XR_003476256.1	-	XM_027363516.1	+	not DE	3_U	39.860	serine/threonine-protein kinase RIO1-like
NW_020868444.1	XR_003476256.1	-	XM_027363504.1	+	not DE	4_U	57.722	ficolin-1-like
NW_020868444.1	XR_003476256.1	-	XM_027363492.1	-	DE	5_U	83.847	insulin-like growth factor-binding protein 4
NW_020868444.1	XR_003476256.1	-	XM_027363550.1	+	not DE	1_D	13.544	tail-anchored protein insertion receptor WRB-like
NW_020868444.1	XR_003476256.1	-	XM_027363575.1	-	not DE	2_D	24.675	uncharacterized LOC113811762
NW_020868444.1	XR_003476256.1	-	XM_027363793.1	-	not DE	3_D	31.806	NEDD4-binding protein 2-like
NW_020868444.1	XR_003476256.1	-	XM_027363775.1	+	not DE	4_D	41.206	NEDD4-binding protein 2-like
NW_020868444.1	XR_003476256.1	-	XM_027363585.1	+	not DE	5_D	123.202	UPF0565 protein C2orf69 homolog%2C transcript variant X1
